Euclidean Distance for Fulton County-Georgia; 2016
Data downloaded on 21-February-2024
Year,County_FIPS,County,State,Euclidean Distance,Diagnosed Diabetes (Percentage) ,Obesity (Percentage) ,Physical Inactivity (Percentage) ,Below Poverty (Percentage) ,Unemployed (Percentage) ,Income Vulnerability (Percentage) ,No High School Diploma (Percentage) ,Minority (Percentage) ,Speaks English 'Less than Well' (Percentage) ,Aged 65 or Older (Percentage) ,Aged 17 or Younger (Percentage) ,Civilian with a Disability (Percentage) ,Single-Parent Households (Percentage) ,Multi-Unit Structures (Percentage) ,Mobile Homes (Percentage) ,Crowding (Percentage) ,No Vehicle (Percentage) ,Group Quarters (Percentage) ,Children in Poverty (Percent) 
2016,10003,New Castle County,Delaware,0.606,9.1,28,22.9,11.017632342204758,4.517221017710084,6.021771857455747,9.539103601238628,40.7618157345058,2.1887800114855698,13.788299574091889,22.17385239412533,10.90132736228639,3.5203089871865245,5.407638084989593,0.9576139000755438,0.5324304298755247,2.6693985655719144,3.0851616947193556,14.800000000000002
2016,42045,Delaware County,Pennsylvania,0.615,7.9,25.8,18.3,10.445550188861779,4.895231813584119,6.198827705418306,7.597338166615952,31.425212869632023,1.8482490272373542,15.102006700858592,22.451788673984023,11.564316149638282,3.418184792892253,4.6923793738751876,0.13213211077045647,0.481401916360196,4.0370538985196935,3.904743951799344,13.900000000000002
2016,34021,Mercer County,New Jersey,0.621,8,24.9,22,10.67256622860084,5.617543415556991,10.415493356256114,12.323754735173209,48.34425129546943,6.070045621003446,13.72699076531726,21.74125103408506,9.846376053958357,2.9388225846871876,6.125286647031401,0.11425460993098914,0.763673501284017,4.1492747257485165,4.982201610882213,11.8
2016,37081,Guilford County,North Carolina,0.629,9.4,32.9,21,17.03056768558952,4.84211606998812,5.379092054746344,11.605479710452476,48.0161777204654,2.827388802594687,13.741293240721744,22.75255707628733,10.678272422652716,4.522923321903423,6.158279847210418,1.3510741185780017,0.9411603802155076,2.687103738655569,3.2755976280491974,17.7
2016,27123,Ramsey County,Minnesota,0.631,7.7,27.1,15.7,15.474631628060987,4.458492723715149,5.880405171505546,9.70784731707596,36.04777170722897,4.675388690718081,12.99235411869177,23.362833190349335,11.380773919718246,3.8103354856188196,11.11286705498111,0.6029785825017685,1.649771978146024,4.159141192938096,2.9465992384220585,18
2016,36067,Onondaga County,New York,0.636,9.4,29.5,20.7,14.58925328490546,4.324071059298142,6.457643414165154,9.466571022294449,22.39846170280953,1.539151800021365,15.333831855570986,21.914111740198695,12.213866039952997,3.9250080119645334,5.150518107039846,0.4354235658583484,0.5497275932058541,4.966349748958445,4,19.9
2016,55059,Kenosha County,Wisconsin,0.637,7.5,27.1,20.6,14.71625291847334,5.7915904383192975,16.28091199313861,10.003167564143174,23.297755753561727,1.329394387001477,12.45830752370515,24.216777052461048,11.878186496402535,4.215704960213466,4.49921379901844,1.4050364511364177,0.6593367322628294,2.617096297708105,2.7832705960832893,13.900000000000002
2016,37067,Forsyth County,North Carolina,0.638,10,33.4,21.2,18.989500700593105,5.235760378912399,7.566131327617079,12.114621977740821,42.31609773753671,3.221631463348424,14.376005988631471,23.721726063982935,10.754584017702658,4.231253307594648,5.899240727081283,1.678132994781884,0.9059724533920497,3.1168852535434106,2.755483409242345,19.9
2016,37119,Mecklenburg County,North Carolina,0.65,8.5,26.3,17.5,13.938290566865724,5.614340701973254,3.3694283506000353,10.377895128167228,51.51842209821561,4.392384069960287,10.03020437370401,24.574361468074887,8.709059533057777,3.991800540436896,8.470765210412603,0.6459940658684646,0.9151253145465292,2.5121222723651724,1.5207941694489084,14.099999999999998
2016,21111,Jefferson County,Kentucky,0.659,10.4,31.8,22.5,15.684380116989855,4.7438543012056344,3.9169487866646304,10.710584652417419,30.931496174926682,1.757611974875086,14.50921650494127,22.68310597006281,14.324412549820725,4.23917106738763,5.617303125872027,0.6198303594463253,0.7148648719798243,4.082666863229278,2.06180139103148,19.2
2016,17031,Cook County,Illinois,0.661,9.1,28.2,21,16.38775149089205,6.383714443460358,0.615562665289355,14.189350740747425,57.13115545927126,6.942128998627471,12.963161695432396,22.69499720233569,10.25882938073581,3.469065484474158,9.598044982616223,0.28663385986810325,1.3542990774881278,6.660793962783891,1.7294443408272477,18.9
2016,45079,Richland County,South Carolina,0.671,11.2,31.5,22.7,15.334679135666335,5.403587167174829,6.683875014623777,9.389694022436478,56.22475064904678,1.158700960564341,11.29901454412398,21.93491859223434,11.096148532768462,4.258941661709103,5.728288980766311,2.1921974993963804,0.583955414282265,2.4809393069698786,7.73828044296976,19.6
2016,36055,Monroe County,New York,0.672,7.6,29.7,22,14.377846232695706,4.730220238790934,4.029971864672813,9.616412051959932,28.67067252507888,2.2014425361301377,15.491914430166196,21.485086141082384,12.920361541623734,4.0927024328782915,4.294374536194203,0.3613013790047461,0.41775889038967695,4.673293862014106,3.5317309899684477,18.1
2016,25009,Essex County,Massachusetts,0.675,8.7,24.1,19.4,11.01653057988307,4.730980164770119,4.836474897382507,10.71305350081326,27.147168693020973,5.541214668777507,15.588110668319985,22.027342135431695,11.94223265510904,3.585438324221888,5.932967835687232,0.25501649418609185,0.761150147784788,4.113148296900549,2.350648979284134,12.2
2016,11001,District Of Columbia,District of Columbia,0.678,9,24,16.9,17.00432012309392,6.007065863946068,7.402175084103556,10.045421460614214,64.2308375151174,2.25763229333742,11.40591403152309,17.402645487390917,11.112139591416808,3.8859863825835457,21.290149299933688,0.012898154653426584,1.5068079495120705,15.273842997591839,6.06471231804118,25.5
2016,47037,Davidson County,Tennessee,0.682,9.9,29.5,23.5,17.104441632915844,4.3487086657578535,4.580878444642416,12.503935690270534,43.41780396325714,4.249384250282608,11.045015234658662,21.551165245513822,11.763402382146628,3.9370550319291495,9.614529447434812,0.6167229388292895,1.1141139567440501,2.8909168494576165,3.282750772962411,21.1
2016,25027,Worcester County,Massachusetts,0.684,8.4,25.9,20.4,11.044888758328836,4.514806336527573,4.089534150535467,9.978568134342531,21.454936091810485,2.9285056705535597,14.116218385450146,22.039629346021147,11.700010693359914,3.258647793910684,4.301434753911373,0.34341663911385234,0.712399012277698,3.3239141630479274,3.524138109045231,12.1
2016,22033,East Baton Rouge Parish,Louisiana,0.685,11.3,29.4,25,19.125067084028498,4.574387926090037,6.544706592984638,9.81732460618567,54.46549467032832,1.2850942095536637,12.414194194508879,22.769722704378932,13.573990034513189,4.239036954037055,7.017157792862484,1.3264112346380381,0.9139146309424098,2.6126281894385603,2.2405504146298196,26.899999999999995
2016,29095,Jackson County,Missouri,0.689,10.3,31.3,21,16.925354315044547,4.438090942469951,4.046702738125015,10.173991836236826,37.3339593910857,1.604638678374532,13.545958928856141,24.083768867669235,13.388566839710201,4.4896239704056065,6.036045128817234,0.38792176618498253,0.6371746657246545,3.8591779627671166,1.6804092194317795,17.3
2016,51700,Newport News City,Virginia,0.693,12.5,31.9,21,15.294648855214035,5.208377021907198,14.052399149807826,10.79363434620798,55.2801118905763,1.9525786592953978,11.733092518969638,23.424336200345802,12.484719667852385,4.889706287237206,6.932590332918516,0.9751880444478707,0.982897040846668,3.56320826404414,4.742684713060141,23
2016,12095,Orange County,Florida,0.695,9.2,26.2,25.3,16.886601303286877,5.43744024653854,2.0866920636437096,12.319190935099588,57.34303036093165,5.862959822619232,10.741090159268502,22.760229448551218,10.285059173364223,3.935576069519249,8.462686745405257,1.6278745755560067,1.0311650365628893,2.3164590722540015,2.553789443933586,20.4
2016,42043,Dauphin County,Pennsylvania,0.699,8.6,31.4,21.8,13.218758503026157,4.033162374308351,11.055956346842574,10.921410802086053,32.1754509821225,2.151771203329877,15.256543193534391,22.516380964987757,13.119847625771246,4.1384458122825984,4.654326707407652,1.3814429957126364,0.6681080445062177,4.2241195461130605,2.6169097153278766,17
2016,26065,Ingham County,Michigan,0.702,8.9,31.5,19.8,20.784793311756086,5.652434328741337,9.166113178637822,7.663420683008246,29.041077597264543,1.6639782962408498,11.892085648318977,20.25485048794802,12.184819316907918,3.7127625553927306,7.453638788441061,1.0019011874514598,0.6877308396501253,3.395780839825836,6.610579879743744,16.5
2016,42077,Lehigh County,Pennsylvania,0.703,10.4,29.5,21.2,12.695935249392406,5.053438418418279,8.246281968382796,11.934638861673301,32.42184887065486,3.6703716916765146,15.86852549666659,22.870075141028785,13.82778880242592,3.882193582911548,3.793562844210573,0.8723717362705968,0.7349662199826084,3.587593926285982,2.5362884345247383,15.6
2016,34007,Camden County,New Jersey,0.713,9.5,29.2,27.2,13.084741120425711,5.840494125479269,6.208805720490272,11.746047294182723,41.945044948106705,4.3488638253333205,14.24918565182091,23.296324917586986,13.346115094542643,4.179048997838187,5.661798511185672,0.29287188566845024,0.722104295258684,4.1704408729421205,1.3833647986383513,16.8
2016,45019,Charleston County,South Carolina,0.726,9.5,26,19.7,15.77810877051958,4.351970116108162,8.85274237994289,9.774865705081217,36.40893890556987,1.093589511207782,14.504574792538477,20.154568356568497,10.75936564978341,3.289700083798956,5.575914236102902,3.103976378676712,0.5773984495879666,3.0506497702752755,3.1126452362000983,18.5
2016,26081,Kent County,Michigan,0.756,8.3,29,18.4,14.625996262822714,4.3269978472443915,4.460143131347799,10.457094049725528,25.224357752100573,2.6957886842339422,12.210813662306627,25.167314952522595,11.61416822382387,3.7003139737380666,4.946039736109522,1.5126669971653384,0.7062820170588161,2.8047896884414443,1.7386136851873037,12.7
2016,44007,Providence County,Rhode Island,0.757,9.2,27.5,25.7,16.500988367672775,5.442544651191736,4.404730226310854,16.75847881032152,36.75555640031425,6.55332116880813,14.229168250589218,21.053498568134014,13.084942598646695,4.42658835753567,5.825983932689628,0.18611089992143745,0.8218974125041183,4.69252895410426,4.232082668085861,21
2016,55101,Racine County,Wisconsin,0.759,7.5,31.2,20.8,12.18793778512159,4.849710343751423,14.592067654318452,11.17010399072945,26.94113602192197,1.4958460125312383,14.722408953523578,23.888378585027173,12.729829170793286,4.312039122915951,3.8840680853684195,0.5100757929523331,0.5162336496076932,2.817732574548552,2.5221554550912644,18.2
2016,39035,Cuyahoga County,Ohio,0.763,9.4,29.1,22.1,18.093127090433857,6.15506465601744,2.315306941233485,11.47306523776154,40.01612762272485,1.7592614661041859,16.49323513756147,21.569622867856776,14.602887082807001,4.542666698445234,8.694457023460526,0.27091228321058863,0.45904139952808826,5.819847303985827,2.2861501060609672,23.1
2016,12057,Hillsborough County,Florida,0.765,9.9,25,22.7,16.14183494462454,5.116175921907242,2.1712561571328264,12.19623592408851,48.75330578606094,5.4485098548137305,13.085810988020944,23.1972270322034,11.564185724143822,3.9915831417948864,7.193481167506513,3.0401516485659372,1.2898139841080407,2.6509021895471023,1.5740794628206303,19.5
2016,41051,Multnomah County,Oregon,0.768,8.1,22.3,12.3,16.777843028657415,5.324857100408955,4.273361492586029,9.328399019592021,28.906967808756956,4.692923220846242,11.909127941269068,19.741889222853455,13.18194843695587,3.2399417625190665,9.464233165808482,0.8273011964898168,1.2994205807556736,5.348287635586544,2.4008183059986403,12.7
2016,09001,Fairfield County,Connecticut,0.77,6.7,21.5,16.9,8.660943185028323,5.6127784063142245,5.492567049482911,10.103521100202391,36.490487649981205,5.464848802805384,14.383115021165697,23.577076903797504,8.941736457884195,2.984331225613784,5.203596362856275,0.14326404125664546,0.9067371269453218,2.8644312237021805,1.9645971083815303,11.3
2016,17161,Rock Island County,Illinois,0.776,8.4,26.6,17.3,14.586859201834363,4.8834808133730405,18.352486760932468,11.371706501954465,26.67057924332587,2.754271987770923,17.524703827045915,22.397909046241196,12.819375443577005,4.307473931320631,4.69372713872359,1.476087787301414,0.9124037779112301,3.314543866353661,3.158950701534094,23.2
2016,24045,Wicomico County,Maryland,0.78,10.9,35.1,24.6,15.684497719818374,5.034711593794767,26.099461227062754,11.436631260440635,35.55310410038709,2.872142385769303,14.298659469894709,21.97937494459602,10.558767618466023,4.215627370059196,4.8834300235405355,2.0122725974371347,0.9426064002679091,2.5697597683374864,4.040304549528697,18.6
2016,34013,Essex County,New Jersey,0.782,9.9,28.9,27.5,16.772943251584056,7.980800873271317,4.2243996235108865,15.308808319653854,68.48455561920095,7.59614729505694,12.419346291758876,24.091139636582025,12.319546396227034,4.72756268720366,9.149417224124575,0.03507505810095056,1.4920778313015874,7.943112797854113,2.689171900588706,19.8
2016,01073,Jefferson County,Alabama,0.782,11.6,33.8,27.9,17.7136562807239,5.082821049658276,4.272822168546008,11.005229804280235,49.32908104433952,1.212114775389321,14.310054984402878,23.134414410040417,14.849126682607693,4.345042300362921,6.3433854855741805,1.4978091203709323,0.5460509546409021,3.211975190260599,2.4093607001104544,23.6
2016,17037,Dekalb County,Illinois,0.786,7.4,27,15.1,17.232763407302457,6.442039522299827,24.097723486951693,7.356957194090745,22.001187079974727,1.6370215780505084,11.20737521300427,21.895881598345746,9.582798828237186,3.439659959026595,5.129334277891593,1.0004020754753107,0.9678531084263533,2.176951502039097,5.198261502230562,16.8
2016,42011,Berks County,Pennsylvania,0.792,9.6,31.6,22,13.844340818697068,5.380267214799589,6.724028428121913,14.467593841373283,25.925568163980905,3.7479141360599084,15.840008500423814,22.9038123917826,13.181211165499871,3.779307746735668,2.5382941677916047,1.1929572056788627,0.5764349898695234,3.196835524043883,3.2627621064629784,18.1
2016,18141,St. Joseph County,Indiana,0.794,9.4,31.9,23.3,16.408911601219295,4.802145700277248,9.244815014045784,12.28626625529829,25.96602115832885,1.4523937600860677,14.33342298726914,24.07432311278465,13.263926244695476,3.7564999103460646,4.6448209909748375,0.7676618253541331,0.5532394955471878,3.107629549937242,4.496891996891997,18.6
2016,26077,Kalamazoo County,Michigan,0.795,8.9,34.6,17,16.881730825003384,4.789543087599743,10.583708744997196,6.388054481755106,21.600123740840278,0.7640996887144487,13.495872082906363,22.051777807853675,12.820324433015603,3.663502252469983,7.01726571411999,1.4346203669689295,0.5088842056418089,3.096614527948029,3.3116142379304345,14.6
2016,55079,Milwaukee County,Wisconsin,0.796,10.5,33.3,21.5,20.750105201893422,5.337560236724462,2.7091842823137298,13.092853873394953,47.34263157564173,3.104973694292719,12.16196695090369,24.46807619757439,13.158506279663271,5.301652036101522,8.092694906134788,0.23720148308500102,1.1035207566999474,5.695871270566708,2.4019528821131657,23.6
2016,06067,Sacramento County,California,0.796,8.7,27.1,18.1,17.635165280876087,6.383787895251548,1.912526194821875,13.220946534184034,53.629960116271214,6.448860947745555,12.794159399716081,24.39647130399513,12.568647333198136,3.873588859595755,5.020955857500169,0.8996822821604813,1.704454809707294,2.6638950855134182,1.683025755424863,16.9
2016,31055,Douglas County,Nebraska,0.797,8.2,29.1,20.9,13.883402392623696,3.4858648778150454,5.623162688471117,10.572905259145692,29.38888510509836,3.538498636915029,11.54066337415532,25.87891829405452,10.148678424233276,3.8444334407725314,7.35955438810278,0.5654823811373338,0.9021579264173414,2.992344266851725,2.289540968940807,13.600000000000001
2016,24005,Baltimore County,Maryland,0.798,9.2,30.6,21.9,9.06855798833911,3.9567138470755636,4.333108060644377,9.044119714349977,40.43935441207462,2.172670304941708,15.799730157230648,21.632718314669614,11.406307150833388,3.5264864969612413,7.5967764204896415,0.35474392793211784,0.6230122107486562,3.0132038863172275,2.5189362284507295,14.2
2016,34001,Atlantic County,New Jersey,0.801,10.3,27.2,27.9,15.133235532394737,7.769689548041817,10.427842613474633,14.307758022318328,43.22801485990381,5.566260135899513,15.872581433878539,22.13476093509375,12.813747600592645,4.29703750738981,7.30222679599746,1.1119382832285987,1.1590141081503216,5.049520848386649,2.2220519220803867,22.6
2016,22071,Orleans Parish,Louisiana,0.803,11,28.9,22.2,25.39733940593646,6.048207659825136,7.428144635199859,14.332154197747826,69.40055677135291,1.7497035949880133,12.154433539989867,20.554316544883815,13.473762280568888,4.679020792746304,7.37225858007636,0.2937935140838082,0.7578566914410768,7.711753307462094,3.468591514721014,36.8
2016,51710,Norfolk City,Virginia,0.81,10.3,31.9,21.6,18.845127053116506,5.469964523458365,10.3571486708665,12.488196097729661,56.15731471081376,1.2766355748726212,9.94693233058228,20.225944555680357,10.998925623870685,4.654815972391789,6.377480425192493,0.3471374387524214,0.9286842148101122,4.597841480685648,10.519119011573961,23.1
2016,47157,Shelby County,Tennessee,0.819,11.2,33.9,23,20.968313429172134,6.112688871732657,2.8776187579376513,12.933862776124652,63.180290077802326,1.784971024237185,11.647296129094228,25.504007513420635,12.323077087268807,5.047439140225616,4.803146244890553,0.4344763551371946,0.9830414412106853,3.4277847148848974,1.8763273887661556,23.9
2016,06113,Yolo County,California,0.82,7.4,23.3,15,18.551921820375732,4.7808083429677,13.829284927338545,14.361327901307286,51.91323549751754,6.522122754219706,11.342054933681815,21.678248303294207,9.979443986054342,2.8058243629304958,5.1714352485560715,1.5328776988710884,1.7513151556486115,2.7237910822192863,3.94236685092359,11.6
2016,36093,Schenectady County,New York,0.821,8,26.7,20,11.660047143918112,4.723709093240168,18.86531692983306,9.769540966307378,25.710226355387643,1.4272336852982015,15.724757015079597,21.943233556136782,13.318479770092672,2.779553747295683,4.1092705608834645,0.23313636216862024,0.3842552229649004,4.1092705608834645,2.908715166779683,18.3
2016,05119,Pulaski County,Arkansas,0.821,10.9,32.1,27,17.729947984461695,4.03784160308435,7.253845015135041,9.912946335272503,46.376778303548186,1.4721571389922563,13.48345865045456,23.757931221063487,13.704231175632838,4.267418058937332,6.513938020346805,2.5709151978274964,0.6967734031638106,2.8909715522477963,1.5494913298928552,24.9
2016,35001,Bernalillo County,New Mexico,0.826,7.6,24.2,16.1,18.476919041401825,4.561477262369579,4.0608971556529045,11.946342920392853,60.06621446789088,4.016141629012251,14.161419254064675,22.92624081733669,13.151011371164104,4.351215290384824,5.7183336124378865,2.348331374661555,1.1566784285771448,2.6017484294811473,1.4606306972525738,18.2
2016,02130,Ketchikan Gateway Borough,Alaska,0.83,10,33.5,18.4,10.59423988333941,5.118578884717516,238.38133430550494,7.9656342808655065,35.41378053226394,1.1593146190302588,12.55559606270507,22.610280714546118,13.598250091141088,3.5873131607728768,6.3361283266496535,1.5530441122858185,1.6186656944950786,4.258111556689756,2.107181917608458,13.4
2016,37129,New Hanover County,North Carolina,0.834,8.1,23.3,19.2,17.172757935591186,4.956701491703447,14.034560827981332,7.713956673730979,23.120177424571455,1.9438155523725915,15.747816846093427,19.362842489488518,12.343482881301114,3.50783163147438,6.853948158758028,2.233978653606247,0.7337245298710899,2.5315344453171926,3.169616042138336,13.200000000000001
2016,36029,Erie County,New York,0.838,9,28.9,23.1,14.322508022196462,3.8389509385648566,3.2468342281828244,9.158043273753528,23.674128023302597,1.5056461731493098,16.53716562433239,20.748940766422052,12.910232733164232,3.9647381223234497,3.628559561623157,0.610326754716531,0.4441894789123864,5.581106331109856,3.0257154909996324,19.2
2016,25025,Suffolk County,Massachusetts,0.839,8.6,21.5,18.4,18.984029312808463,5.418266462631743,4.66889578087816,15.20462795352891,53.93783402520974,9.94296090105885,10.986181141797974,17.23104417110948,12.26099653649317,4.158552803825358,12.978707052971206,0.07164079565570215,1.38045300428933,12.86499357186679,6.385409244788784,25.1
