County_FIPS,County,State,Obesity-2021-Percentage,Enrolled in Free or Reduced Lunch-2020-2021-Percent
19021,Buena Vista County,Iowa,29.4,59.483870967741936
20073,Greenwood County,Kansas,29.4,57.99999999999999
20185,Stafford County,Kansas,29.4,54.63917525773196
20205,Wilson County,Kansas,29.4,56.50165016501651
27019,Carver County,Minnesota,29.4,13.343245773445675
27103,Nicollet County,Minnesota,29.4,27.87255909558068
29199,Scotland County,Missouri,29.4,52.02312138728323
31123,Morrill County,Nebraska,29.4,60.47904191616767
38063,Nelson County,North Dakota,29.4,28.602620087336245
50027,Windsor County,Vermont,29.4,34.79576399394856
54027,Hampshire County,West Virginia,29.4,49.09578030810449
55133,Waukesha County,Wisconsin,29.4,19.135363818148765
05019,Clark County,Arkansas,29.5,58.35660151575588
13135,Gwinnett County,Georgia,29.5,49.151859761429094
19183,Washington County,Iowa,29.5,36.2348699459181
26139,Ottawa County,Michigan,29.5,32.10559453139054
27075,Lake County,Minnesota,29.5,17.992565055762082
27129,Renville County,Minnesota,29.5,35.44165757906216
27151,Swift County,Minnesota,29.5,38.68194842406877
29003,Andrew County,Missouri,29.5,31.623330990864375
31031,Cherry County,Nebraska,29.5,44.572158365261814
46071,Jackson County,South Dakota,29.5,34.85342019543974
47037,Davidson County,Tennessee,29.5,No Data
48309,Mclennan County,Texas,29.5,63.36644519000942
49039,Sanpete County,Utah,29.5,46.0276781137878
51037,Charlotte County,Virginia,29.5,No Data
02016,Aleutians West Census Area,Alaska,29.6,No Data
19131,Mitchell County,Iowa,29.6,30.73510773130545
19137,Montgomery County,Iowa,29.6,49.58834705509816
21179,Nelson County,Kentucky,29.6,48.37762237762237
22101,St. Mary Parish,Louisiana,29.6,50.34805568891022
27021,Cass County,Minnesota,29.6,50.58602906704173
27089,Marshall County,Minnesota,29.6,32.62411347517731
29115,Linn County,Missouri,29.6,42.89772727272727
29157,Perry County,Missouri,29.6,51.142985208426715
38037,Grant County,North Dakota,29.6,41.9811320754717
42035,Clinton County,Pennsylvania,29.6,52.058401148875056
42083,Mckean County,Pennsylvania,29.6,72.60937229811516
47071,Hardin County,Tennessee,29.6,No Data
55109,St. Croix County,Wisconsin,29.6,24.414692756608307
56031,Platte County,Wyoming,29.6,36.50927487352445
04013,Maricopa County,Arizona,29.7,No Data
20127,Morris County,Kansas,29.7,51.294117647058826
20165,Rush County,Kansas,29.7,41.35188866799205
23031,York County,Maine,29.7,31.697848263329615
27033,Cottonwood County,Minnesota,29.7,42.78661546900713
27051,Grant County,Minnesota,29.7,30.654205607476637
30073,Pondera County,Montana,29.7,No Data
37183,Wake County,North Carolina,29.7,28.86622233233227
42019,Butler County,Pennsylvania,29.7,26.851890020198688
42075,Lebanon County,Pennsylvania,29.7,49.05533760066075
44003,Kent County,Rhode Island,29.7,30.373276885745266
45019,Charleston County,South Carolina,29.7,54.02853876778746
45053,Jasper County,South Carolina,29.7,97.95240730492529
51027,Buchanan County,Virginia,29.7,No Data
56003,Big Horn County,Wyoming,29.7,37.953288260602335
56009,Converse County,Wyoming,29.7,30.430996952546803
09007,Middlesex County,Connecticut,29.8,29.885180240320423
13017,Ben Hill County,Georgia,29.8,82.60724975058199
13051,Chatham County,Georgia,29.8,59.92058058332192
13271,Telfair County,Georgia,29.8,96.49661954517516
18077,Jefferson County,Indiana,29.8,52.44423350735643
18123,Perry County,Indiana,29.8,44.333791208791204
19133,Monona County,Iowa,29.8,54.08
19189,Winnebago County,Iowa,29.8,32.80701754385965
20145,Pawnee County,Kansas,29.8,51.061678463094026
21009,Barren County,Kentucky,29.8,54.35446906035142
21073,Franklin County,Kentucky,29.8,54.40291194176117
21207,Russell County,Kentucky,29.8,69.54621848739497
28063,Jefferson County,Mississippi,29.8,100
29005,Atchison County,Missouri,29.8,36.96682464454976
29061,Daviess County,Missouri,29.8,59.32350390286209
34013,Essex County,New Jersey,29.8,52.42304175556233
42033,Clearfield County,Pennsylvania,29.8,77.42701968771215
50019,Orleans County,Vermont,29.8,56.56914893617021
51159,Richmond County,Virginia,29.8,No Data
53063,Spokane County,Washington,29.8,44.30189394965724
55087,Outagamie County,Wisconsin,29.8,32.17402183091984
05015,Carroll County,Arkansas,29.9,74.15089447757325
17089,Kane County,Illinois,29.9,No Data
20045,Douglas County,Kansas,29.9,29.693578106872316
27001,Aitkin County,Minnesota,29.9,39.202657807308974
27035,Crow Wing County,Minnesota,29.9,31.821026282853566
28103,Noxubee County,Mississippi,29.9,100
29173,Ralls County,Missouri,29.9,36.507936507936506
31097,Johnson County,Nebraska,29.9,45.88068181818182
33001,Belknap County,New Hampshire,29.9,25.617685305591674
37105,Lee County,North Carolina,29.9,50.179287070238345
38081,Sargent County,North Dakota,29.9,29.82005141388175
42007,Beaver County,Pennsylvania,29.9,52.579402367975945
47009,Blount County,Tennessee,29.9,No Data
50005,Caledonia County,Vermont,29.9,47.18480138169257
51025,Brunswick County,Virginia,29.9,No Data
51139,Page County,Virginia,29.9,No Data
51169,Scott County,Virginia,29.9,No Data
55063,La Crosse County,Wisconsin,29.9,37.01298701298701
55111,Sauk County,Wisconsin,29.9,43.22181396248308
05063,Independence County,Arkansas,30,63.911230265117666
13033,Burke County,Georgia,30,100
18043,Floyd County,Indiana,30,37.269862332061706
18059,Hancock County,Indiana,30,28.344313950157545
20115,Marion County,Kansas,30,31.768953068592058
20157,Republic County,Kansas,30,49.09344490934449
21027,Breckinridge County,Kentucky,30,54.50888367415354
22119,Webster Parish,Louisiana,30,53.08771929824562
27143,Sibley County,Minnesota,30,29.283489096573206
30071,Phillips County,Montana,30,No Data
37089,Henderson County,North Carolina,30,42.48728617660657
38097,Traill County,North Dakota,30,23.627167630057805
39097,Madison County,Ohio,30,No Data
39109,Miami County,Ohio,30,No Data
45037,Edgefield County,South Carolina,30,56.86615346411721
45049,Hampton County,South Carolina,30,100
47029,Cocke County,Tennessee,30,No Data
48491,Williamson County,Texas,30,27.378079955510508
49035,Salt Lake County,Utah,30,34.85279797984504
02164,Lake and Peninsula Borough,Alaska,30.1,No Data
04019,Pima County,Arizona,30.1,No Data
13045,Carroll County,Georgia,30.1,53.82275002453627
19197,Wright County,Iowa,30.1,54.39114391143911
20013,Brown County,Kansas,30.1,51.43456962911127
20019,Chautauqua County,Kansas,30.1,61.026615969581755
20197,Wabaunsee County,Kansas,30.1,31.308900523560208
23007,Franklin County,Maine,30.1,48.845208845208845
39037,Darke County,Ohio,30.1,No Data
41005,Clackamas County,Oregon,30.1,No Data
47107,Mcminn County,Tennessee,30.1,No Data
49027,Millard County,Utah,30.1,46.91157347204161
55019,Clark County,Wisconsin,30.1,52.79232111692844
09011,New London County,Connecticut,30.2,44.43753708779564
19185,Wayne County,Iowa,30.2,55.222337125129265
20095,Kingman County,Kansas,30.2,41.23616236162362
21003,Allen County,Kentucky,30.2,60.92824226464779
21147,Mccreary County,Kentucky,30.2,78.54647099930119
21157,Marshall County,Kentucky,30.2,51.84135977337111
21209,Scott County,Kentucky,30.2,40.97946287519747
27059,Isanti County,Minnesota,30.2,25.175292153589318
27163,Washington County,Minnesota,30.2,16.576412623729414
28041,Greene County,Mississippi,30.2,99.10979228486647
29019,Boone County,Missouri,30.2,43.1315132202222
29071,Franklin County,Missouri,30.2,38.50829861348268
37097,Iredell County,North Carolina,30.2,34.136147906779065
37127,Nash County,North Carolina,30.2,61.89936215450036
38019,Cavalier County,North Dakota,30.2,21.518987341772153
42063,Indiana County,Pennsylvania,30.2,48.962078163052304
48055,Caldwell County,Texas,30.2,77.93876779639662
50021,Rutland County,Vermont,30.2,38.98492601299959
51810,Virginia Beach City,Virginia,30.2,No Data
54057,Mineral County,West Virginia,30.2,39.49788714889386
55117,Sheboygan County,Wisconsin,30.2,37.496516747478125
01005,Barbour County,Alabama,30.3,58.69290231904427
18149,Starke County,Indiana,30.3,55.18530052943008
24041,Talbot County,Maryland,30.3,50.02210433244916
26009,Antrim County,Michigan,30.3,53.90862944162437
33005,Cheshire County,New Hampshire,30.3,27.0241222832577
35009,Curry County,New Mexico,30.3,72.94773995218034
36031,Essex County,New York,30.3,47.78669427905773
37027,Caldwell County,North Carolina,30.3,50.58638840151445
39133,Portage County,Ohio,30.3,No Data
40121,Pittsburg County,Oklahoma,30.3,72.46155977282172
45021,Cherokee County,South Carolina,30.3,81.89478752859034
46093,Meade County,South Dakota,30.3,26.843910806174957
48441,Taylor County,Texas,30.3,54.881012233953406
51183,Sussex County,Virginia,30.3,No Data
55055,Jefferson County,Wisconsin,30.3,36.739856318931494
55115,Shawano County,Wisconsin,30.3,49.078525641025635
16065,Madison County,Idaho,30.4,30.3078250863061
18051,Gibson County,Indiana,30.4,37.850758678029514
18159,Tipton County,Indiana,30.4,42.73426889995473
19005,Allamakee County,Iowa,30.4,61.81818181818181
21121,Knox County,Kentucky,30.4,71.60970231532525
21131,Leslie County,Kentucky,30.4,73.98373983739837
21163,Meade County,Kentucky,30.4,46.05078984203159
24035,Queen Anne&#39;s County,Maryland,30.4,28.465179175118323
26057,Gratiot County,Michigan,30.4,58.25172288719622
26081,Kent County,Michigan,30.4,50.73714820237514
37119,Mecklenburg County,North Carolina,30.4,50.48297640846005
39019,Carroll County,Ohio,30.4,No Data
53069,Wahkiakum County,Washington,30.4,55.05154639175258
54069,Ohio County,West Virginia,30.4,44.76171721150059
04023,Santa Cruz County,Arizona,30.5,No Data
05027,Columbia County,Arkansas,30.5,64.07545012860817
08123,Weld County,Colorado,30.5,44.03896931621597
18107,Montgomery County,Indiana,30.5,46.36454183266932
19027,Carroll County,Iowa,30.5,34.06919275123558
20107,Linn County,Kansas,30.5,47.64512595837897
28089,Madison County,Mississippi,30.5,99.61099104661932
34007,Camden County,New Jersey,30.5,43.627507678862884
38027,Eddy County,North Dakota,30.5,26.93409742120344
39107,Mercer County,Ohio,30.5,No Data
40015,Caddo County,Oklahoma,30.5,73.91666666666666
41045,Malheur County,Oregon,30.5,No Data
41065,Wasco County,Oregon,30.5,No Data
49021,Iron County,Utah,30.5,36.64832839610664
54101,Webster County,West Virginia,30.5,67.08542713567839
05121,Randolph County,Arkansas,30.6,70.15396762731937
05133,Sevier County,Arkansas,30.6,75.3411306042885
16007,Bear Lake County,Idaho,30.6,29.081245254365985
19083,Hardin County,Iowa,30.6,41.9053964023984
20167,Russell County,Kansas,30.6,53.92781316348195
22029,Concordia Parish,Louisiana,30.6,72.85906040268456
27099,Mower County,Minnesota,30.6,44.45968602347203
29063,Dekalb County,Missouri,30.6,40.09852216748768
30051,Liberty County,Montana,30.6,No Data
40113,Osage County,Oklahoma,30.6,65.35926699887477
42021,Cambria County,Pennsylvania,30.6,53.87157984942156
42129,Westmoreland County,Pennsylvania,30.6,39.307640234365884
51067,Franklin County,Virginia,30.6,No Data
55033,Dunn County,Wisconsin,30.6,43.2312925170068
55125,Vilas County,Wisconsin,30.6,59.502262443438916
56021,Laramie County,Wyoming,30.6,39.81105714855964
05143,Washington County,Arkansas,30.7,59.10434740464304
13233,Polk County,Georgia,30.7,85.55383423702555
13299,Ware County,Georgia,30.7,82.06388206388206
20069,Gray County,Kansas,30.7,42.78169014084507
27013,Blue Earth County,Minnesota,30.7,29.39124563969844
27057,Hubbard County,Minnesota,30.7,45.237191650853894
29043,Christian County,Missouri,30.7,35.02864868344815
29077,Greene County,Missouri,30.7,49.863185051989674
31143,Polk County,Nebraska,30.7,36.83729433272395
31149,Rock County,Nebraska,30.7,46.1847389558233
33011,Hillsborough County,New Hampshire,30.7,22.341191456368033
33017,Strafford County,New Hampshire,30.7,26.5833162533306
35043,Sandoval County,New Mexico,30.7,44.17949073432229
40151,Woods County,Oklahoma,30.7,52.466718872357085
42123,Warren County,Pennsylvania,30.7,72.24697644812221
51117,Mecklenburg County,Virginia,30.7,No Data
53035,Kitsap County,Washington,30.7,30.649725841636695
54007,Braxton County,West Virginia,30.7,53.41614906832298
06067,Sacramento County,California,30.8,56.91931460884119
21067,Fayette County,Kentucky,30.8,56.76450578287492
21109,Jackson County,Kentucky,30.8,9.593734703866863
29049,Clinton County,Missouri,30.8,40.87900450092666
29189,St. Louis County,Missouri,30.8,41.94459895427745
31045,Dawes County,Nebraska,30.8,42.32758620689655
33019,Sullivan County,New Hampshire,30.8,36.93181818181818
42003,Allegheny County,Pennsylvania,30.8,51.097849821826124
42073,Lawrence County,Pennsylvania,30.8,38.076715289032954
46135,Yankton County,South Dakota,30.8,30.067155067155067
51005,Alleghany County,Virginia,30.8,No Data
55007,Bayfield County,Wisconsin,30.8,52.990897269180756
02122,Kenai Peninsula Borough,Alaska,30.9,No Data
05017,Chicot County,Arkansas,30.9,100
18041,Fayette County,Indiana,30.9,59.780286847726586
18055,Greene County,Indiana,30.9,47.55555555555556
18079,Jennings County,Indiana,30.9,56.75471698113208
18129,Posey County,Indiana,30.9,34.59082994776553
20087,Jefferson County,Kansas,30.9,36.95585057116394
20189,Stevens County,Kansas,30.9,61.564625850340136
21001,Adair County,Kentucky,30.9,68.69699306090979
25027,Worcester County,Massachusetts,30.9,No Data
26059,Hillsdale County,Michigan,30.9,56.3717306622148
27025,Chisago County,Minnesota,30.9,16.480776800944756
27097,Morrison County,Minnesota,30.9,29.52815829528158
29081,Harrison County,Missouri,30.9,57.46214852198991
29209,Stone County,Missouri,30.9,62.71383009567991
32003,Clark County,Nevada,30.9,80.88145535692092
34005,Burlington County,New Jersey,30.9,24.664489844826555
35035,Otero County,New Mexico,30.9,76.97538419692643
36055,Monroe County,New York,30.9,51.41939395228624
39137,Putnam County,Ohio,30.9,No Data
41067,Washington County,Oregon,30.9,No Data
47133,Overton County,Tennessee,30.9,No Data
48167,Galveston County,Texas,30.9,49.239817818408206
49023,Juab County,Utah,30.9,22.28855721393035
51065,Fluvanna County,Virginia,30.9,No Data
54021,Gilmer County,West Virginia,30.9,47.0360824742268
54037,Jefferson County,West Virginia,30.9,39.53679755466729
55141,Wood County,Wisconsin,30.9,43.7
05007,Benton County,Arkansas,31,39.625933695375146
05071,Johnson County,Arkansas,31,75.57654293872173
13049,Charlton County,Georgia,31,69.987922705314
17143,Peoria County,Illinois,31,No Data
19015,Boone County,Iowa,31,30.13481363996828
20029,Cloud County,Kansas,31,52.59259259259259
26063,Huron County,Michigan,31,46.74742036787797
26149,St. Joseph County,Michigan,31,56.886167436257786
27091,Martin County,Minnesota,31,43.65365693670056
29051,Cole County,Missouri,31,49.656146961846446
29067,Douglas County,Missouri,31,65.66775244299674
29203,Shannon County,Missouri,31,71.54240182128629
34009,Cape May County,New Jersey,31,35.45508124947377
34029,Ocean County,New Jersey,31,33.835920838739504
34037,Sussex County,New Jersey,31,16.93180028350921
34041,Warren County,New Jersey,31,26.919060052219322
40115,Ottawa County,Oklahoma,31,73.96878483835006
42117,Tioga County,Pennsylvania,31,52.164710409851835
49013,Duchesne County,Utah,31,41.27450980392157
53067,Thurston County,Washington,31,35.1684338287494
54065,Morgan County,West Virginia,31,48.09720311783586
55021,Columbia County,Wisconsin,31,33.747011271775015
01033,Colbert County,Alabama,31.1,51.60434562910561
02020,Anchorage Municipality,Alaska,31.1,No Data
08071,Las Animas County,Colorado,31.1,65.80142764438676
13275,Thomas County,Georgia,31.1,81.03829589104878
19149,Plymouth County,Iowa,31.1,30.705687986783104
27137,St. Louis County,Minnesota,31.1,31.96998123827392
29103,Knox County,Missouri,31.1,58.6046511627907
32510,Carson City,Nevada,31.1,59.920380120714015
38053,Mckenzie County,North Dakota,31.1,38.32434674408959
38073,Ransom County,North Dakota,31.1,29.543147208121827
46109,Roberts County,South Dakota,31.1,50.59786028949025
48021,Bastrop County,Texas,31.1,72.0249876298862
48139,Ellis County,Texas,31.1,46.881656511616384
55105,Rock County,Wisconsin,31.1,50.54590189143472
05093,Mississippi County,Arkansas,31.2,85.23444847507726
18029,Dearborn County,Indiana,31.2,32.433148001059045
20003,Anderson County,Kansas,31.2,49.70414201183432
22011,Beauregard Parish,Louisiana,31.2,43.71184371184371
26015,Barry County,Michigan,31.2,43.747721472839956
26157,Tuscola County,Michigan,31.2,59.699094361671044
27067,Kandiyohi County,Minnesota,31.2,46.2754303599374
27101,Murray County,Minnesota,31.2,34.34622467771639
29029,Camden County,Missouri,31.2,55.68204919699126
31177,Washington County,Nebraska,31.2,22.836145890038107
36001,Albany County,New York,31.2,41.181981419314546
36085,Richmond County,New York,31.2,61.18972954903615
36113,Warren County,New York,31.2,40.48383115280178
40009,Beckham County,Oklahoma,31.2,59.54852101712507
40027,Cleveland County,Oklahoma,31.2,45.04557003333255
41019,Douglas County,Oregon,31.2,No Data
46057,Hamlin County,South Dakota,31.2,33.13172043010753
47019,Carter County,Tennessee,31.2,No Data
47139,Polk County,Tennessee,31.2,No Data
47141,Putnam County,Tennessee,31.2,No Data
50009,Essex County,Vermont,31.2,37.5968992248062
51073,Gloucester County,Virginia,31.2,No Data
54015,Clay County,West Virginia,31.2,58.457142857142856
01111,Randolph County,Alabama,31.3,59.35539075869938
20113,Mcpherson County,Kansas,31.3,31.903212688084587
20131,Nemaha County,Kansas,31.3,29.749478079331944
27111,Otter Tail County,Minnesota,31.3,30.114886335859204
31061,Franklin County,Nebraska,31.3,49.56011730205279
40133,Seminole County,Oklahoma,31.3,74.50689289501591
40147,Washington County,Oklahoma,31.3,48.1515522875817
46011,Brookings County,South Dakota,31.3,13.933895009721322
48251,Johnson County,Texas,31.3,49.060625870448796
55067,Langlade County,Wisconsin,31.3,59.35875216637781
01023,Choctaw County,Alabama,31.4,75.22202486678508
01109,Pike County,Alabama,31.4,70.12179321067634
02240,Southeast Fairbanks Census Area,Alaska,31.4,No Data
04003,Cochise County,Arizona,31.4,No Data
13047,Catoosa County,Georgia,31.4,41.786087121571605
19061,Dubuque County,Iowa,31.4,37.50835747715623
21119,Knott County,Kentucky,31.4,76.97610294117648
27027,Clay County,Minnesota,31.4,29.073250431151855
31129,Nuckolls County,Nebraska,31.4,38.74425727411945
42001,Adams County,Pennsylvania,31.4,37.62376237623762
42071,Lancaster County,Pennsylvania,31.4,46.52786396921931
45045,Greenville County,South Carolina,31.4,53.59939168557748
45057,Lancaster County,South Carolina,31.4,43.3428981348637
45067,Marion County,South Carolina,31.4,100
51035,Carroll County,Virginia,31.4,No Data
51191,Washington County,Virginia,31.4,No Data
53003,Asotin County,Washington,31.4,52
01001,Autauga County,Alabama,31.5,41.250697934115024
05045,Faulkner County,Arkansas,31.5,49.43790005916841
05057,Hempstead County,Arkansas,31.5,89.79889245118041
13009,Baldwin County,Georgia,31.5,92.83283283283284
20193,Thomas County,Kansas,31.5,39.214046822742475
21101,Henderson County,Kentucky,31.5,53.2793867120954
21115,Johnson County,Kentucky,31.5,63.29606222654351
21175,Morgan County,Kentucky,31.5,72.30848861283644
21217,Taylor County,Kentucky,31.5,37.992831541218635
29186,Ste. Genevieve County,Missouri,31.5,44.54196379594076
30111,Yellowstone County,Montana,31.5,No Data
37067,Forsyth County,North Carolina,31.5,58.781368645244925
39085,Lake County,Ohio,31.5,No Data
40021,Cherokee County,Oklahoma,31.5,68.75536480686695
42039,Crawford County,Pennsylvania,31.5,57.743665229733985
46037,Day County,South Dakota,31.5,31.932773109243694
51165,Rockingham County,Virginia,31.5,No Data
54071,Pendleton County,West Virginia,31.5,45.05747126436781
56025,Natrona County,Wyoming,31.5,39.10921293471629
09003,Hartford County,Connecticut,31.6,44.34220800097984
19025,Calhoun County,Iowa,31.6,41.056105610561055
19107,Keokuk County,Iowa,31.6,39.60923623445826
19143,Osceola County,Iowa,31.6,47.51958224543081
20141,Osborne County,Kansas,31.6,51.46299483648882
27123,Ramsey County,Minnesota,31.6,51.75973464405741
29117,Livingston County,Missouri,31.6,47.82816229116945
29133,Mississippi County,Missouri,31.6,98.9501312335958
31017,Brown County,Nebraska,31.6,46.024096385542165
36071,Orange County,New York,31.6,45.21323692171475
37093,Hoke County,North Carolina,31.6,99.3598696461825
39135,Preble County,Ohio,31.6,No Data
42081,Lycoming County,Pennsylvania,31.6,48.988103377546835
45027,Clarendon County,South Carolina,31.6,87.11696158826068
47069,Hardeman County,Tennessee,31.6,No Data
51029,Buckingham County,Virginia,31.6,No Data
51101,King William County,Virginia,31.6,No Data
53001,Adams County,Washington,31.6,72.91001315047906
54061,Monongalia County,West Virginia,31.6,35.75092234320166
08089,Otero County,Colorado,31.7,69.44727026110546
09009,New Haven County,Connecticut,31.7,50.35023406305934
13297,Walton County,Georgia,31.7,41.15472852408871
18063,Hendricks County,Indiana,31.7,28.426854030360655
24025,Harford County,Maryland,31.7,34.926204698256235
26045,Eaton County,Michigan,31.7,45.37545505028691
26147,St. Clair County,Michigan,31.7,46.383582978333564
27007,Beltrami County,Minnesota,31.7,49.962953815756975
28117,Prentiss County,Mississippi,31.7,99.17582417582418
29083,Henry County,Missouri,31.7,50.563717116501536
36097,Schuyler County,New York,31.7,49.08901613742842
40097,Mayes County,Oklahoma,31.7,56.855631141345434
42077,Lehigh County,Pennsylvania,31.7,54.57139659803044
45029,Colleton County,South Carolina,31.7,100
47109,Mcnairy County,Tennessee,31.7,No Data
48367,Parker County,Texas,31.7,32.79534655087662
51033,Caroline County,Virginia,31.7,No Data
53075,Whitman County,Washington,31.7,33.549107142857146
54031,Hardy County,West Virginia,31.7,49.04231625835189
16087,Washington County,Idaho,31.8,42.17071791972866
18015,Carroll County,Indiana,31.8,48.31967213114754
18167,Vigo County,Indiana,31.8,56.64765247915753
22089,St. Charles Parish,Louisiana,31.8,46.64904862579281
22103,St. Tammany Parish,Louisiana,31.8,44.98900323114937
28007,Attala County,Mississippi,31.8,99.2619926199262
28031,Covington County,Mississippi,31.8,99.09331318473744
36025,Delaware County,New York,31.8,45.02579218865144
41061,Union County,Oregon,31.8,No Data
42109,Snyder County,Pennsylvania,31.8,52.376641014033495
44007,Providence County,Rhode Island,31.8,56.592968714422334
47059,Greene County,Tennessee,31.8,No Data
48485,Wichita County,Texas,31.8,56.77928263134395
53005,Benton County,Washington,31.8,41.7735593220339
04001,Apache County,Arizona,31.9,No Data
08001,Adams County,Colorado,31.9,52.867611621210806
16051,Jefferson County,Idaho,31.9,24.45145184601235
18099,Marshall County,Indiana,31.9,49.61449498843485
18173,Warrick County,Indiana,31.9,32.351766819724496
19109,Kossuth County,Iowa,31.9,42.159383033419026
20051,Ellis County,Kansas,31.9,36.89495365602472
21035,Calloway County,Kentucky,31.9,53.93774806768331
21081,Grant County,Kentucky,31.9,59.56471935853379
24021,Frederick County,Maryland,31.9,28.312625806899423
26067,Ionia County,Michigan,31.9,47.323775388291516
26105,Mason County,Michigan,31.9,56.63430420711975
27083,Lyon County,Minnesota,31.9,35.70219966159052
28077,Lawrence County,Mississippi,31.9,99.19224555735056
29165,Platte County,Missouri,31.9,25.99976749593118
30047,Lake County,Montana,31.9,No Data
37193,Wilkes County,North Carolina,31.9,77.71460423634336
38021,Dickey County,North Dakota,31.9,24.066924066924066
42111,Somerset County,Pennsylvania,31.9,52.88678126852401
47063,Hamblen County,Tennessee,31.9,No Data
47065,Hamilton County,Tennessee,31.9,No Data
49011,Davis County,Utah,31.9,18.47324129990078
54041,Lewis County,West Virginia,31.9,57.79299234796616
05003,Ashley County,Arkansas,32,64.55103831529686
08087,Morgan County,Colorado,32,49.20888888888889
16039,Elmore County,Idaho,32,29.888329319027807
19023,Butler County,Iowa,32,28.099547511312217
19033,Cerro Gordo County,Iowa,32,46.17169373549884
22005,Ascension Parish,Louisiana,32,42.40735941953874
27079,Le Sueur County,Minnesota,32,27.00235571260306
28017,Chickasaw County,Mississippi,32,99.45255474452554
29101,Johnson County,Missouri,32,37.62900597501358
29195,Saline County,Missouri,32,63.91524351676154
30017,Custer County,Montana,32,No Data
31109,Lancaster County,Nebraska,32,41.72602912437748
35041,Roosevelt County,New Mexico,32,56.33364456893869
37017,Bladen County,North Carolina,32,99.02912621359224
38049,Mchenry County,North Dakota,32,30.605738575983
38067,Pembina County,North Dakota,32,31.51219512195122
42125,Washington County,Pennsylvania,32,37.687111384048514
48231,Hunt County,Texas,32,57.242331817920245
51015,Augusta County,Virginia,32,No Data
51019,Bedford County,Virginia,32,No Data
55041,Forest County,Wisconsin,32,22.154882154882156
55073,Marathon County,Wisconsin,32,38.30349125864892
04009,Graham County,Arizona,32.1,No Data
05001,Arkansas County,Arkansas,32.1,83.33333333333334
17195,Whiteside County,Illinois,32.1,No Data
18181,White County,Indiana,32.1,56.3245265372925
30087,Rosebud County,Montana,32.1,No Data
36039,Greene County,New York,32.1,45.16388497888598
36043,Herkimer County,New York,32.1,56.22632575757576
36063,Niagara County,New York,32.1,49.68861547808916
37001,Alamance County,North Carolina,32.1,47.62208745611235
39025,Clermont County,Ohio,32.1,No Data
39125,Paulding County,Ohio,32.1,No Data
47163,Sullivan County,Tennessee,32.1,No Data
48347,Nacogdoches County,Texas,32.1,70.2331703647988
48381,Randall County,Texas,32.1,41.689089488759656
49037,San Juan County,Utah,32.1,100
49057,Weber County,Utah,32.1,37.06189262386491
01043,Cullman County,Alabama,32.2,43.01066170248773
05101,Newton County,Arkansas,32.2,89.8458748866727
13029,Bryan County,Georgia,32.2,29.590366405928364
18037,Dubois County,Indiana,32.2,32.32956921790046
18177,Wayne County,Indiana,32.2,58.25813646963398
19059,Dickinson County,Iowa,32.2,30.521008403361343
20027,Clay County,Kansas,32.2,40.225563909774436
21235,Whitley County,Kentucky,32.2,68.68576127175552
26041,Delta County,Michigan,32.2,51.95195195195195
26065,Ingham County,Michigan,32.2,46.64229314240739
27037,Dakota County,Minnesota,32.2,22.4786103189007
28111,Perry County,Mississippi,32.2,98.7813134732566
29025,Caldwell County,Missouri,32.2,49.09090909090909
31033,Cheyenne County,Nebraska,32.2,41.645244215938305
37047,Columbus County,North Carolina,32.2,98.97676658240039
37133,Onslow County,North Carolina,32.2,36.736547339741165
42005,Armstrong County,Pennsylvania,32.2,73.33510921683538
47165,Sumner County,Tennessee,32.2,No Data
51031,Campbell County,Virginia,32.2,No Data
56045,Weston County,Wyoming,32.2,24.024024024024023
02090,Fairbanks North Star Borough,Alaska,32.3,No Data
04015,Mohave County,Arizona,32.3,No Data
13071,Colquitt County,Georgia,32.3,86.75190124545354
16031,Cassia County,Idaho,32.3,39.00946021146355
16083,Twin Falls County,Idaho,32.3,35.99412965798877
19075,Grundy County,Iowa,32.3,29.071274298056153
21085,Grayson County,Kentucky,32.3,60.33382425135002
22009,Avoyelles Parish,Louisiana,32.3,60.9768294715786
22073,Ouachita Parish,Louisiana,32.3,48.19703919155759
26021,Berrien County,Michigan,32.3,57.14873012972775
27105,Nobles County,Minnesota,32.3,58.78665771211104
28003,Alcorn County,Mississippi,32.3,99.41778405081158
28079,Leake County,Mississippi,32.3,99.4270435446906
28097,Montgomery County,Mississippi,32.3,99.50041631973356
28115,Pontotoc County,Mississippi,32.3,99.37823834196891
29131,Miller County,Missouri,32.3,44.12058295068876
29137,Monroe County,Missouri,32.3,46.37473079684135
46099,Minnehaha County,South Dakota,32.3,37.785331262636625
53061,Snohomish County,Washington,32.3,34.116202383814795
55127,Walworth County,Wisconsin,32.3,40.823262839879156
01025,Clarke County,Alabama,32.4,68.35555555555555
01117,Shelby County,Alabama,32.4,27.61660248181429
13279,Toombs County,Georgia,32.4,87.3057479872683
18001,Adams County,Indiana,32.4,38.702036949313126
18091,Laporte County,Indiana,32.4,55.18716577540107
18137,Ripley County,Indiana,32.4,44.294655753490616
19029,Cass County,Iowa,32.4,47.543484894720784
19079,Hamilton County,Iowa,32.4,44.129392971246006
19125,Marion County,Iowa,32.4,27.99117809226245
19157,Poweshiek County,Iowa,32.4,32.68511593118923
21037,Campbell County,Kentucky,32.4,38.98350423539902
24009,Calvert County,Maryland,32.4,22.600052314935915
29221,Washington County,Missouri,32.4,91.99648197009674
36005,Bronx County,New York,32.4,87.58188523269152
