County_FIPS,County,State,Obesity-2019-Percentage,Commute ≥ 60 minutes-2017-2021-Percent
29197,Schuyler County,Missouri,26.8,11.9
30071,Phillips County,Montana,26.8,3.4
37169,Stokes County,North Carolina,26.8,9.4
41035,Klamath County,Oregon,26.8,2.4
42027,Centre County,Pennsylvania,26.8,4.1
48401,Rusk County,Texas,26.8,10.5
51053,Dinwiddie County,Virginia,26.8,10.3
51161,Roanoke County,Virginia,26.8,3.6
51199,York County,Virginia,26.8,4.7
55107,Rusk County,Wisconsin,26.8,10.6
55133,Waukesha County,Wisconsin,26.8,4.1
56009,Converse County,Wyoming,26.8,15.8
08049,Grand County,Colorado,26.9,7
13121,Fulton County,Georgia,26.9,9.9
13277,Tift County,Georgia,26.9,5.2
18063,Hendricks County,Indiana,26.9,6.3
20007,Barber County,Kansas,26.9,2.3
20151,Pratt County,Kansas,26.9,4.3
21055,Crittenden County,Kentucky,26.9,9.7
21081,Grant County,Kentucky,26.9,8.4
21239,Woodford County,Kentucky,26.9,5.1
26119,Montmorency County,Michigan,26.9,7
27035,Crow Wing County,Minnesota,26.9,6.1
27117,Pipestone County,Minnesota,26.9,5.4
29115,Linn County,Missouri,26.9,5.4
29167,Polk County,Missouri,26.9,7
31049,Deuel County,Nebraska,26.9,5.9
31163,Sherman County,Nebraska,26.9,8.7
40121,Pittsburg County,Oklahoma,26.9,5.7
47017,Carroll County,Tennessee,26.9,8.7
48221,Hood County,Texas,26.9,17
55017,Chippewa County,Wisconsin,26.9,4.9
55033,Dunn County,Wisconsin,26.9,7.1
05053,Grant County,Arkansas,27,11.6
05109,Pike County,Arkansas,27,11.5
09005,Litchfield County,Connecticut,27,11.1
12015,Charlotte County,Florida,27,8.5
13275,Thomas County,Georgia,27,5.6
18117,Orange County,Indiana,27,11.2
19119,Lyon County,Iowa,27,2.9
19151,Pocahontas County,Iowa,27,7.7
21183,Ohio County,Kentucky,27,8.3
26109,Menominee County,Michigan,27,6.1
27069,Kittson County,Minnesota,27,6.7
27075,Lake County,Minnesota,27,8.1
27089,Marshall County,Minnesota,27,8.5
28163,Yazoo County,Mississippi,27,7.9
30023,Deer Lodge County,Montana,27,3.5
30029,Flathead County,Montana,27,2.8
31059,Fillmore County,Nebraska,27,4.6
31183,Wheeler County,Nebraska,27,3
35053,Socorro County,New Mexico,27,6.2
37049,Craven County,North Carolina,27,4.4
47119,Maury County,Tennessee,27,10.9
48427,Starr County,Texas,27,11.1
50027,Windsor County,Vermont,27,4.9
51121,Montgomery County,Virginia,27,2.9
01029,Cleburne County,Alabama,27.1,13.5
05089,Marion County,Arkansas,27.1,6.6
08014,Broomfield County,Colorado,27.1,5.8
12127,Volusia County,Florida,27.1,9.6
13145,Harris County,Georgia,27.1,5.6
13177,Lee County,Georgia,27.1,3.8
13227,Pickens County,Georgia,27.1,15.2
17179,Tazewell County,Illinois,27.1,3.1
17199,Williamson County,Illinois,27.1,6.4
18183,Whitley County,Indiana,27.1,4.8
19089,Howard County,Iowa,27.1,7.7
29181,Ripley County,Missouri,27.1,17.3
30019,Daniels County,Montana,27.1,2.9
33003,Carroll County,New Hampshire,27.1,11.9
37153,Richmond County,North Carolina,27.1,6.1
41007,Clatsop County,Oregon,27.1,5.9
41067,Washington County,Oregon,27.1,5.9
47001,Anderson County,Tennessee,27.1,4.6
55089,Ozaukee County,Wisconsin,27.1,3.5
02013,Aleutians East Borough,Alaska,27.2,0
02290,Yukon-Koyukuk Census Area,Alaska,27.2,3.3
09007,Middlesex County,Connecticut,27.2,6.1
12057,Hillsborough County,Florida,27.2,8.2
12103,Pinellas County,Florida,27.2,5.5
13097,Douglas County,Georgia,27.2,16.1
16003,Adams County,Idaho,27.2,11
17187,Warren County,Illinois,27.2,5.5
20077,Harper County,Kansas,27.2,5.5
20135,Ness County,Kansas,27.2,4.9
26149,St. Joseph County,Michigan,27.2,4.8
29223,Wayne County,Missouri,27.2,12.6
35041,Roosevelt County,New Mexico,27.2,3.2
36111,Ulster County,New York,27.2,11
40135,Sequoyah County,Oklahoma,27.2,5.7
46109,Roberts County,South Dakota,27.2,3.3
46115,Spink County,South Dakota,27.2,4.5
47007,Bledsoe County,Tennessee,27.2,14.4
47019,Carter County,Tennessee,27.2,5.6
47079,Henry County,Tennessee,27.2,6.3
48213,Henderson County,Texas,27.2,16.2
55077,Marquette County,Wisconsin,27.2,12.7
01017,Chambers County,Alabama,27.3,5.7
05111,Poinsett County,Arkansas,27.3,8.1
13163,Jefferson County,Georgia,27.3,16.8
19003,Adams County,Iowa,27.3,6.3
27051,Grant County,Minnesota,27.3,5.9
27133,Rock County,Minnesota,27.3,1.8
29123,Madison County,Missouri,27.3,13.4
37019,Brunswick County,North Carolina,27.3,5.2
37161,Rutherford County,North Carolina,27.3,9.1
37183,Wake County,North Carolina,27.3,5.2
39075,Holmes County,Ohio,27.3,5.5
39125,Paulding County,Ohio,27.3,5.7
40005,Atoka County,Oklahoma,27.3,11.6
46089,Mcpherson County,South Dakota,27.3,5
47087,Jackson County,Tennessee,27.3,13.9
48479,Webb County,Texas,27.3,4.5
49049,Utah County,Utah,27.3,5.3
51157,Rappahannock County,Virginia,27.3,30.9
51840,Winchester City,Virginia,27.3,11.7
56019,Johnson County,Wyoming,27.3,7.8
01105,Perry County,Alabama,27.4,7
05043,Drew County,Arkansas,27.4,5.9
05079,Lincoln County,Arkansas,27.4,5.8
05135,Sharp County,Arkansas,27.4,6.4
13087,Decatur County,Georgia,27.4,6.9
13115,Floyd County,Georgia,27.4,6
16049,Idaho County,Idaho,27.4,8.7
19161,Sac County,Iowa,27.4,6.3
19169,Story County,Iowa,27.4,3
20189,Stevens County,Kansas,27.4,7
21099,Hart County,Kentucky,27.4,11.4
22095,St. John The Baptist Parish,Louisiana,27.4,7
26141,Presque Isle County,Michigan,27.4,11.4
28111,Perry County,Mississippi,27.4,8.1
29219,Warren County,Missouri,27.4,11.6
31105,Kimball County,Nebraska,27.4,6.4
32031,Washoe County,Nevada,27.4,4.5
37179,Union County,North Carolina,27.4,9.4
38103,Wells County,North Dakota,27.4,3.8
42031,Clarion County,Pennsylvania,27.4,8.1
45017,Calhoun County,South Carolina,27.4,3.6
46103,Pennington County,South Dakota,27.4,3
47091,Johnson County,Tennessee,27.4,10.3
51023,Botetourt County,Virginia,27.4,5.4
54083,Randolph County,West Virginia,27.4,9
55035,Eau Claire County,Wisconsin,27.4,3.1
06039,Madera County,California,27.5,12.3
08029,Delta County,Colorado,27.5,15.2
13077,Coweta County,Georgia,27.5,11.8
13113,Fayette County,Georgia,27.5,12.9
18121,Parke County,Indiana,27.5,13
19195,Worth County,Iowa,27.5,3.6
22071,Orleans Parish,Louisiana,27.5,5.5
25011,Franklin County,Massachusetts,27.5,6.4
29131,Miller County,Missouri,27.5,8.6
37171,Surry County,North Carolina,27.5,8.5
37191,Wayne County,North Carolina,27.5,5.8
40033,Cotton County,Oklahoma,27.5,7.9
42073,Lawrence County,Pennsylvania,27.5,6.3
42079,Luzerne County,Pennsylvania,27.5,6.6
42091,Montgomery County,Pennsylvania,27.5,9.7
42109,Snyder County,Pennsylvania,27.5,7.9
46035,Davison County,South Dakota,27.5,2.8
48071,Chambers County,Texas,27.5,12.2
48349,Navarro County,Texas,27.5,13.3
48455,Trinity County,Texas,27.5,19.7
05097,Montgomery County,Arkansas,27.6,18.6
08099,Prowers County,Colorado,27.6,4
13013,Barrow County,Georgia,27.6,15.4
13217,Newton County,Georgia,27.6,19.7
13305,Wayne County,Georgia,27.6,12.8
17135,Montgomery County,Illinois,27.6,13.3
18143,Scott County,Indiana,27.6,4.7
21001,Adair County,Kentucky,27.6,10.1
21097,Harrison County,Kentucky,27.6,12.1
28089,Madison County,Mississippi,27.6,4
29007,Audrain County,Missouri,27.6,5.7
29033,Carroll County,Missouri,27.6,11.3
29045,Clark County,Missouri,27.6,8.9
36031,Essex County,New York,27.6,8.4
38023,Divide County,North Dakota,27.6,9.1
41039,Lane County,Oregon,27.6,4.5
42003,Allegheny County,Pennsylvania,27.6,6.7
48113,Dallas County,Texas,27.6,7.8
50009,Essex County,Vermont,27.6,8.2
51660,Harrisonburg City,Virginia,27.6,3.6
55059,Kenosha County,Wisconsin,27.6,8.4
01003,Baldwin County,Alabama,27.7,7.6
01119,Sumter County,Alabama,27.7,10.6
12055,Highlands County,Florida,27.7,5
21213,Simpson County,Kentucky,27.7,4.4
22093,St. James Parish,Louisiana,27.7,9.4
26159,Van Buren County,Michigan,27.7,4.8
27149,Stevens County,Minnesota,27.7,2.8
29185,St. Clair County,Missouri,27.7,13.8
31061,Franklin County,Nebraska,27.7,5.8
31135,Perkins County,Nebraska,27.7,3.4
36077,Otsego County,New York,27.7,6.7
37083,Halifax County,North Carolina,27.7,8.4
46067,Hutchinson County,South Dakota,27.7,5.4
47013,Campbell County,Tennessee,27.7,15.8
48493,Wilson County,Texas,27.7,14.9
50005,Caledonia County,Vermont,27.7,9.1
54097,Upshur County,West Virginia,27.7,8.7
04013,Maricopa County,Arizona,27.8,7
05007,Benton County,Arkansas,27.8,2.5
18111,Newton County,Indiana,27.8,10.5
19049,Dallas County,Iowa,27.8,2.7
21159,Martin County,Kentucky,27.8,12.7
22089,St. Charles Parish,Louisiana,27.8,6.8
23023,Sagadahoc County,Maine,27.8,5.3
29015,Benton County,Missouri,27.8,14.8
29186,Ste. Genevieve County,Missouri,27.8,17.7
39103,Medina County,Ohio,27.8,6.4
39123,Ottawa County,Ohio,27.8,6.7
42045,Delaware County,Pennsylvania,27.8,8.9
48139,Ellis County,Texas,27.8,12.7
51101,King William County,Virginia,27.8,14.8
55013,Burnett County,Wisconsin,27.8,16.9
55049,Iowa County,Wisconsin,27.8,7.2
55093,Pierce County,Wisconsin,27.8,8.8
01023,Choctaw County,Alabama,27.9,23
06055,Napa County,California,27.9,11.5
06067,Sacramento County,California,27.9,8.1
06093,Siskiyou County,California,27.9,6
13193,Macon County,Georgia,27.9,8
16087,Washington County,Idaho,27.9,4.5
19063,Emmet County,Iowa,27.9,4.4
20205,Wilson County,Kansas,27.9,4.9
26051,Gladwin County,Michigan,27.9,11.3
27115,Pine County,Minnesota,27.9,17.8
29155,Pemiscot County,Missouri,27.9,4.4
29165,Platte County,Missouri,27.9,2.8
39067,Harrison County,Ohio,27.9,11
41005,Clackamas County,Oregon,27.9,7.7
42103,Pike County,Pennsylvania,27.9,28.1
42123,Warren County,Pennsylvania,27.9,4.6
45029,Colleton County,South Carolina,27.9,15.9
47155,Sevier County,Tennessee,27.9,6.1
49053,Washington County,Utah,27.9,3
51035,Carroll County,Virginia,27.9,8.6
51135,Nottoway County,Virginia,27.9,21.1
53023,Garfield County,Washington,27.9,6.8
54073,Pleasants County,West Virginia,27.9,6.4
55067,Langlade County,Wisconsin,27.9,7.4
12111,St. Lucie County,Florida,28,9.8
13089,Dekalb County,Georgia,28,11.4
18135,Randolph County,Indiana,28,6.9
19183,Washington County,Iowa,28,5.5
20163,Rooks County,Kansas,28,5.9
21063,Elliott County,Kentucky,28,16.9
27001,Aitkin County,Minnesota,28,12.1
27041,Douglas County,Minnesota,28,5.4
27109,Olmsted County,Minnesota,28,4
30027,Fergus County,Montana,28,4.8
31085,Hayes County,Nebraska,28,3.5
32005,Douglas County,Nevada,28,7.4
40001,Adair County,Oklahoma,28,8.5
41061,Union County,Oregon,28,4.9
42025,Carbon County,Pennsylvania,28,12
45087,Union County,South Carolina,28,8.9
47103,Lincoln County,Tennessee,28,12.9
48099,Coryell County,Texas,28,8.2
48367,Parker County,Texas,28,13.9
56011,Crook County,Wyoming,28,7.6
08077,Mesa County,Colorado,28.1,4.3
13107,Emanuel County,Georgia,28.1,11.7
18017,Cass County,Indiana,28.1,4.9
27055,Houston County,Minnesota,28.1,5.6
33015,Rockingham County,New Hampshire,28.1,11.3
37105,Lee County,North Carolina,28.1,9.6
38087,Slope County,North Dakota,28.1,5
38095,Towner County,North Dakota,28.1,4.4
41037,Lake County,Oregon,28.1,6.5
46105,Perkins County,South Dakota,28.1,4.3
48041,Brazos County,Texas,28.1,2.8
48209,Hays County,Texas,28.1,13.4
48303,Lubbock County,Texas,28.1,3.2
51025,Brunswick County,Virginia,28.1,10.7
53049,Pacific County,Washington,28.1,7.6
13067,Cobb County,Georgia,28.2,11
13073,Columbia County,Georgia,28.2,6.6
16075,Payette County,Idaho,28.2,5.2
20049,Elk County,Kansas,28.2,20.2
26069,Iosco County,Michigan,28.2,6
27163,Washington County,Minnesota,28.2,4.4
27171,Wright County,Minnesota,28.2,10.9
29003,Andrew County,Missouri,28.2,5.8
29137,Monroe County,Missouri,28.2,8.6
30055,Mccone County,Montana,28.2,7
42085,Mercer County,Pennsylvania,28.2,6
46083,Lincoln County,South Dakota,28.2,2.3
48423,Smith County,Texas,28.2,5.6
51670,Hopewell City,Virginia,28.2,4.9
54105,Wirt County,West Virginia,28.2,16.5
55001,Adams County,Wisconsin,28.2,11.2
05061,Howard County,Arkansas,28.3,3.1
13045,Carroll County,Georgia,28.3,12.6
18107,Montgomery County,Indiana,28.3,6.5
18169,Wabash County,Indiana,28.3,4.5
20047,Edwards County,Kansas,28.3,5.8
21079,Garrard County,Kentucky,28.3,13.4
21169,Metcalfe County,Kentucky,28.3,6.3
22103,St. Tammany Parish,Louisiana,28.3,14.3
28029,Copiah County,Mississippi,28.3,13.6
28139,Tippah County,Mississippi,28.3,5
29079,Grundy County,Missouri,28.3,2
36023,Cortland County,New York,28.3,3.7
36097,Schuyler County,New York,28.3,7.3
38063,Nelson County,North Dakota,28.3,5.3
39165,Warren County,Ohio,28.3,4.5
41045,Malheur County,Oregon,28.3,5.5
41053,Polk County,Oregon,28.3,10.1
42083,Mckean County,Pennsylvania,28.3,5.2
46005,Beadle County,South Dakota,28.3,2.6
46093,Meade County,South Dakota,28.3,3
46101,Moody County,South Dakota,28.3,3
47049,Fentress County,Tennessee,28.3,8.1
47145,Roane County,Tennessee,28.3,7.3
47165,Sumner County,Tennessee,28.3,11.2
51620,Franklin City,Virginia,28.3,15.2
51760,Richmond City,Virginia,28.3,4.3
54065,Morgan County,West Virginia,28.3,26.1
54091,Taylor County,West Virginia,28.3,8.1
55119,Taylor County,Wisconsin,28.3,8.1
56041,Uinta County,Wyoming,28.3,9.1
02090,Fairbanks North Star Borough,Alaska,28.4,3.6
05071,Johnson County,Arkansas,28.4,3.2
09015,Windham County,Connecticut,28.4,10.2
16079,Shoshone County,Idaho,28.4,9.1
19059,Dickinson County,Iowa,28.4,2.6
19073,Greene County,Iowa,28.4,5.3
19101,Jefferson County,Iowa,28.4,3.2
21033,Caldwell County,Kentucky,28.4,7.3
21227,Warren County,Kentucky,28.4,5.4
27095,Mille Lacs County,Minnesota,28.4,15
31103,Keya Paha County,Nebraska,28.4,2.3
31137,Phelps County,Nebraska,28.4,3.5
42019,Butler County,Pennsylvania,28.4,8.6
42057,Fulton County,Pennsylvania,28.4,13.8
45063,Lexington County,South Carolina,28.4,5.5
48053,Burnet County,Texas,28.4,12.2
54009,Brooke County,West Virginia,28.4,6.2
54075,Pocahontas County,West Virginia,28.4,3.9
56021,Laramie County,Wyoming,28.4,4.4
01077,Lauderdale County,Alabama,28.5,11.7
01085,Lowndes County,Alabama,28.5,8.8
05041,Desha County,Arkansas,28.5,4
05055,Greene County,Arkansas,28.5,5.3
12033,Escambia County,Florida,28.5,5.1
16051,Jefferson County,Idaho,28.5,6.3
18157,Tippecanoe County,Indiana,28.5,3.3
19041,Clay County,Iowa,28.5,4.4
19177,Van Buren County,Iowa,28.5,7.2
20099,Labette County,Kansas,28.5,3.1
26041,Delta County,Michigan,28.5,5.7
27139,Scott County,Minnesota,28.5,5.1
29055,Crawford County,Missouri,28.5,15.5
29065,Dent County,Missouri,28.5,6
29163,Pike County,Missouri,28.5,10.2
30017,Custer County,Montana,28.5,4.6
35047,San Miguel County,New Mexico,28.5,8.9
36071,Orange County,New York,28.5,19.7
37107,Lenoir County,North Carolina,28.5,7.8
39009,Athens County,Ohio,28.5,7.3
40133,Seminole County,Oklahoma,28.5,9.9
42069,Lackawanna County,Pennsylvania,28.5,4.9
42095,Northampton County,Pennsylvania,28.5,10.7
45019,Charleston County,South Carolina,28.5,4.3
47181,Wayne County,Tennessee,28.5,16.1
49039,Sanpete County,Utah,28.5,11.1
51007,Amelia County,Virginia,28.5,17.7
51087,Henrico County,Virginia,28.5,3.9
51775,Salem City,Virginia,28.5,2.8
55095,Polk County,Wisconsin,28.5,14.2
05113,Polk County,Arkansas,28.6,5.6
13167,Johnson County,Georgia,28.6,8
13233,Polk County,Georgia,28.6,13.5
13279,Toombs County,Georgia,28.6,7.9
18047,Franklin County,Indiana,28.6,15.7
19131,Mitchell County,Iowa,28.6,5.7
20065,Graham County,Kansas,28.6,4.5
21219,Todd County,Kentucky,28.6,4.7
25013,Hampden County,Massachusetts,28.6,5.1
26133,Osceola County,Michigan,28.6,8.6
27011,Big Stone County,Minnesota,28.6,5.7
29019,Boone County,Missouri,28.6,2.9
29111,Lewis County,Missouri,28.6,5.9
31097,Johnson County,Nebraska,28.6,10
32015,Lander County,Nevada,28.6,23
36099,Seneca County,New York,28.6,5.6
42121,Venango County,Pennsylvania,28.6,7.1
48091,Comal County,Texas,28.6,12.9
48149,Fayette County,Texas,28.6,10.3
48157,Fort Bend County,Texas,28.6,12
02240,Southeast Fairbanks Census Area,Alaska,28.7,4.4
04007,Gila County,Arizona,28.7,8.7
13285,Troup County,Georgia,28.7,7.8
21113,Jessamine County,Kentucky,28.7,4.2
24021,Frederick County,Maryland,28.7,21.6
27021,Cass County,Minnesota,28.7,6.6
29117,Livingston County,Missouri,28.7,3.5
31057,Dundy County,Nebraska,28.7,0.8
36115,Washington County,New York,28.7,7.5
39041,Delaware County,Ohio,28.7,4.3
39097,Madison County,Ohio,28.7,3.2
51027,Buchanan County,Virginia,28.7,9.6
51071,Giles County,Virginia,28.7,5.5
51570,Colonial Heights City,Virginia,28.7,4.5
53037,Kittitas County,Washington,28.7,11.9
01043,Cullman County,Alabama,28.8,13.3
01049,Dekalb County,Alabama,28.8,8.8
04019,Pima County,Arizona,28.8,4.2
08075,Logan County,Colorado,28.8,5.7
17099,Lasalle County,Illinois,28.8,10
19035,Cherokee County,Iowa,28.8,5
19165,Shelby County,Iowa,28.8,5.1
26105,Mason County,Michigan,28.8,4
27173,Yellow Medicine County,Minnesota,28.8,3.5
28117,Prentiss County,Mississippi,28.8,6.5
29125,Maries County,Missouri,28.8,14.1
32003,Clark County,Nevada,28.8,4.5
36107,Tioga County,New York,28.8,3.9
46095,Mellette County,South Dakota,28.8,1.7
47023,Chester County,Tennessee,28.8,6
55055,Jefferson County,Wisconsin,28.8,7.5
05131,Sebastian County,Arkansas,28.9,3.6
13095,Dougherty County,Georgia,28.9,6.2
13135,Gwinnett County,Georgia,28.9,15.2
17111,Mchenry County,Illinois,28.9,14.8
19005,Allamakee County,Iowa,28.9,5.8
20067,Grant County,Kansas,28.9,9.5
21127,Lawrence County,Kentucky,28.9,9.5
21163,Meade County,Kentucky,28.9,14.3
22039,Evangeline Parish,Louisiana,28.9,12.4
26023,Branch County,Michigan,28.9,5.6
31017,Brown County,Nebraska,28.9,1.9
36021,Columbia County,New York,28.9,8.3
38065,Oliver County,North Dakota,28.9,6.2
39069,Henry County,Ohio,28.9,4.6
42107,Schuylkill County,Pennsylvania,28.9,9.6
47159,Smith County,Tennessee,28.9,17.1
48187,Guadalupe County,Texas,28.9,8.9
51153,Prince William County,Virginia,28.9,23.2
54029,Hancock County,West Virginia,28.9,9.2
55073,Marathon County,Wisconsin,28.9,3.4
01033,Colbert County,Alabama,29,6.2
01117,Shelby County,Alabama,29,8.8
08123,Weld County,Colorado,29,10.4
13009,Baldwin County,Georgia,29,9.8
13031,Bulloch County,Georgia,29,8.7
13059,Clarke County,Georgia,29,6.3
17091,Kankakee County,Illinois,29,10.1
21175,Morgan County,Kentucky,29,18.5
26007,Alpena County,Michigan,29,4.1
26113,Missaukee County,Michigan,29,7.1
29081,Harrison County,Missouri,29,10.2
29209,Stone County,Missouri,29,5.9
32001,Churchill County,Nevada,29,10.1
36001,Albany County,New York,29,2.9
36073,Orleans County,New York,29,7.4
38031,Foster County,North Dakota,29,2.8
45069,Marlboro County,South Carolina,29,7.7
51187,Warren County,Virginia,29,30.4
54037,Jefferson County,West Virginia,29,24.8
01013,Butler County,Alabama,29.1,8.9
05057,Hempstead County,Arkansas,29.1,4.8
05103,Ouachita County,Arkansas,29.1,7.3
05137,Stone County,Arkansas,29.1,5
06113,Yolo County,California,29.1,7.4
06115,Yuba County,California,29.1,10.6
13143,Haralson County,Georgia,29.1,12.8
18055,Greene County,Indiana,29.1,10.4
18077,Jefferson County,Indiana,29.1,7.3
18145,Shelby County,Indiana,29.1,5.2
21015,Boone County,Kentucky,29.1,5.7
21023,Bracken County,Kentucky,29.1,22.1
22043,Grant Parish,Louisiana,29.1,10.4
26125,Oakland County,Michigan,29.1,6.3
27061,Itasca County,Minnesota,29.1,7.6
29031,Cape Girardeau County,Missouri,29.1,5.2
29099,Jefferson County,Missouri,29.1,9.2
35017,Grant County,New Mexico,29.1,5.4
36085,Richmond County,New York,29.1,34.8
38007,Billings County,North Dakota,29.1,6.2
40083,Logan County,Oklahoma,29.1,6.8
42117,Tioga County,Pennsylvania,29.1,7.8
45009,Bamberg County,South Carolina,29.1,15.5
45073,Oconee County,South Carolina,29.1,6.7
48089,Colorado County,Texas,29.1,14.9
53059,Skamania County,Washington,29.1,13
01031,Coffee County,Alabama,29.2,5.3
01081,Lee County,Alabama,29.2,4.4
01109,Pike County,Alabama,29.2,7.8
05087,Madison County,Arkansas,29.2,14
09003,Hartford County,Connecticut,29.2,4.5
13051,Chatham County,Georgia,29.2,4.2
20123,Mitchell County,Kansas,29.2,2.3
21185,Oldham County,Kentucky,29.2,4.2
21207,Russell County,Kentucky,29.2,6.2
26031,Cheboygan County,Michigan,29.2,7.1
26127,Oceana County,Michigan,29.2,6.4
26137,Otsego County,Michigan,29.2,4.8
29129,Mercer County,Missouri,29.2,4.9
29177,Ray County,Missouri,29.2,9.2
35007,Colfax County,New Mexico,29.2,7.9
37129,New Hanover County,North Carolina,29.2,4.2
38005,Benson County,North Dakota,29.2,1
47061,Grundy County,Tennessee,29.2,13
47153,Sequatchie County,Tennessee,29.2,12.6
49021,Iron County,Utah,29.2,5.4
53003,Asotin County,Washington,29.2,3.9
53039,Klickitat County,Washington,29.2,7.8
55025,Dane County,Wisconsin,29.2,2.9
05063,Independence County,Arkansas,29.3,4.8
16023,Butte County,Idaho,29.3,6.1
18037,Dubois County,Indiana,29.3,5.7
19137,Montgomery County,Iowa,29.3,7.3
19167,Sioux County,Iowa,29.3,2.1
20005,Atchison County,Kansas,29.3,9.8
23027,Waldo County,Maine,29.3,6.9
26033,Chippewa County,Michigan,29.3,3.1
26079,Kalkaska County,Michigan,29.3,10.5
26107,Mecosta County,Michigan,29.3,9.2
27025,Chisago County,Minnesota,29.3,15
27131,Rice County,Minnesota,29.3,7.3
29041,Chariton County,Missouri,29.3,8.9
40117,Pawnee County,Oklahoma,29.3,11.2
42075,Lebanon County,Pennsylvania,29.3,4.5
44003,Kent County,Rhode Island,29.3,5.7
45053,Jasper County,South Carolina,29.3,8.3
47117,Marshall County,Tennessee,29.3,15.2
48381,Randall County,Texas,29.3,4.3
51093,Isle Of Wight County,Virginia,29.3,9.2
51197,Wythe County,Virginia,29.3,6.2
05077,Lee County,Arkansas,29.4,8.9
06033,Lake County,California,29.4,15
12001,Alachua County,Florida,29.4,3.8
13093,Dooly County,Georgia,29.4,6.2
13261,Sumter County,Georgia,29.4,3.4
19099,Jasper County,Iowa,29.4,4.1
19141,O&#39;brien County,Iowa,29.4,4.2
19149,Plymouth County,Iowa,29.4,2.9
20115,Marion County,Kansas,29.4,6.8
26103,Marquette County,Michigan,29.4,4.4
27005,Becker County,Minnesota,29.4,6.9
27029,Clearwater County,Minnesota,29.4,7.6
28109,Pearl River County,Mississippi,29.4,23.1
28135,Tallahatchie County,Mississippi,29.4,9.9
30043,Jefferson County,Montana,29.4,5.5
31003,Antelope County,Nebraska,29.4,4
31101,Keith County,Nebraska,29.4,2.6
35029,Luna County,New Mexico,29.4,7.7
36007,Broome County,New York,29.4,4.3
38051,Mcintosh County,North Dakota,29.4,0.7
40037,Creek County,Oklahoma,29.4,4.1
40139,Texas County,Oklahoma,29.4,3.1
47097,Lauderdale County,Tennessee,29.4,12.4
51069,Frederick County,Virginia,29.4,19.8
01083,Limestone County,Alabama,29.5,6.2
16055,Kootenai County,Idaho,29.5,4.9
18123,Perry County,Indiana,29.5,8.7
20141,Osborne County,Kansas,29.5,3.8
21031,Butler County,Kentucky,29.5,8.6
21053,Clinton County,Kentucky,29.5,5.2
21067,Fayette County,Kentucky,29.5,4.2
21137,Lincoln County,Kentucky,29.5,12.9
21229,Washington County,Kentucky,29.5,10.2
22053,Jefferson Davis Parish,Louisiana,29.5,10.6
27071,Koochiching County,Minnesota,29.5,5.8
27143,Sibley County,Minnesota,29.5,7.9
29105,Laclede County,Missouri,29.5,3.7
42011,Berks County,Pennsylvania,29.5,7.9
42021,Cambria County,Pennsylvania,29.5,6.1
46127,Union County,South Dakota,29.5,3.1
48497,Wise County,Texas,29.5,16.4
51139,Page County,Virginia,29.5,18.2
55137,Waushara County,Wisconsin,29.5,8.5
56015,Goshen County,Wyoming,29.5,3.9
17115,Macon County,Illinois,29.6,3.6
22113,Vermilion Parish,Louisiana,29.6,9
26093,Livingston County,Michigan,29.6,12.4
28013,Calhoun County,Mississippi,29.6,14.7
31125,Nance County,Nebraska,29.6,9.8
31149,Rock County,Nebraska,29.6,1.8
35043,Sandoval County,New Mexico,29.6,7.7
38049,Mchenry County,North Dakota,29.6,9.6
40029,Coal County,Oklahoma,29.6,8.2
40071,Kay County,Oklahoma,29.6,5.4
42037,Columbia County,Pennsylvania,29.6,4
48241,Jasper County,Texas,29.6,17.4
49005,Cache County,Utah,29.6,3.9
49035,Salt Lake County,Utah,29.6,3.6
54101,Webster County,West Virginia,29.6,19.5
17113,Mclean County,Illinois,29.7,3.3
17177,Stephenson County,Illinois,29.7,7.1
18001,Adams County,Indiana,29.7,7.1
18011,Boone County,Indiana,29.7,4.3
19023,Butler County,Iowa,29.7,3.8
22029,Concordia Parish,Louisiana,29.7,7.5
24041,Talbot County,Maryland,29.7,13.2
27067,Kandiyohi County,Minnesota,29.7,4.5
28039,George County,Mississippi,29.7,26
28141,Tishomingo County,Mississippi,29.7,6.3
29189,St. Louis County,Missouri,29.7,3.3
30091,Sheridan County,Montana,29.7,5.8
36083,Rensselaer County,New York,29.7,3.3
37181,Vance County,North Carolina,29.7,10.7
38077,Richland County,North Dakota,29.7,5.6
45037,Edgefield County,South Carolina,29.7,10
47037,Davidson County,Tennessee,29.7,5.1
47147,Robertson County,Tennessee,29.7,10.8
47151,Scott County,Tennessee,29.7,16
48007,Aransas County,Texas,29.7,6.4
48121,Denton County,Texas,29.7,8.3
53041,Lewis County,Washington,29.7,11.8
55083,Oconto County,Wisconsin,29.7,6.3
55131,Washington County,Wisconsin,29.7,4.2
56027,Niobrara County,Wyoming,29.7,7.2
02020,Anchorage Municipality,Alaska,29.8,2.7
13313,Whitfield County,Georgia,29.8,3.1
18179,Wells County,Indiana,29.8,4.5
19047,Crawford County,Iowa,29.8,3.3
19093,Ida County,Iowa,29.8,6.8
19129,Mills County,Iowa,29.8,3.3
21209,Scott County,Kentucky,29.8,4.2
29049,Clinton County,Missouri,29.8,11.1
31071,Garfield County,Nebraska,29.8,4.4
31107,Knox County,Nebraska,29.8,5.2
35039,Rio Arriba County,New Mexico,29.8,9.8
36003,Allegany County,New York,29.8,6.3
36005,Bronx County,New York,29.8,35
