County_FIPS,County,State,Obesity-2019-Percentage,Commute ≥ 60 minutes-2017-2021-Percent
36117,Wayne County,New York,29.8,4.8
37101,Johnston County,North Carolina,29.8,13.1
39061,Hamilton County,Ohio,29.8,3.8
42081,Lycoming County,Pennsylvania,29.8,4.5
46011,Brookings County,South Dakota,29.8,2.5
51177,Spotsylvania County,Virginia,29.8,23.6
55127,Walworth County,Wisconsin,29.8,8.3
56003,Big Horn County,Wyoming,29.8,6.2
06099,Stanislaus County,California,29.9,14.5
12017,Citrus County,Florida,29.9,10
17183,Vermilion County,Illinois,29.9,3.5
18015,Carroll County,Indiana,29.9,6.3
19081,Hancock County,Iowa,29.9,5.1
20073,Greenwood County,Kansas,29.9,13.2
24035,Queen Anne&#39;s County,Maryland,29.9,19.7
28161,Yalobusha County,Mississippi,29.9,14.8
29021,Buchanan County,Missouri,29.9,5.3
38081,Sargent County,North Dakota,29.9,4
47029,Cocke County,Tennessee,29.9,10.5
51810,Virginia Beach City,Virginia,29.9,3.8
53063,Spokane County,Washington,29.9,3.8
53073,Whatcom County,Washington,29.9,5.2
55075,Marinette County,Wisconsin,29.9,6.9
05141,Van Buren County,Arkansas,30,15.1
12089,Nassau County,Florida,30,8.9
13019,Berrien County,Georgia,30,3.8
17197,Will County,Illinois,30,15.2
20165,Rush County,Kansas,30,6.8
21041,Carroll County,Kentucky,30,5.2
22119,Webster Parish,Louisiana,30,8.3
27119,Polk County,Minnesota,30,4.1
28069,Kemper County,Mississippi,30,19
29077,Greene County,Missouri,30,3.2
29107,Lafayette County,Missouri,30,11.5
29183,St. Charles County,Missouri,30,3.9
31077,Greeley County,Nebraska,30,10.7
32023,Nye County,Nevada,30,21.3
33013,Merrimack County,New Hampshire,30,8.4
37031,Carteret County,North Carolina,30,5.5
38015,Burleigh County,North Dakota,30,4.3
39055,Geauga County,Ohio,30,7.6
39085,Lake County,Ohio,30,3.2
40041,Delaware County,Oklahoma,30,12.9
42115,Susquehanna County,Pennsylvania,30,8
48239,Jackson County,Texas,30,7.6
51079,Greene County,Virginia,30,7.8
51155,Pulaski County,Virginia,30,7.9
55099,Price County,Wisconsin,30,6.8
05001,Arkansas County,Arkansas,30.1,6.9
12027,Desoto County,Florida,30.1,12
16043,Fremont County,Idaho,30.1,11
16069,Nez Perce County,Idaho,30.1,3.7
17095,Knox County,Illinois,30.1,6.1
20091,Johnson County,Kansas,30.1,2.3
20167,Russell County,Kansas,30.1,3
21073,Franklin County,Kentucky,30.1,3.4
24013,Carroll County,Maryland,30.1,19.7
27037,Dakota County,Minnesota,30.1,4.3
27123,Ramsey County,Minnesota,30.1,4
28031,Covington County,Mississippi,30.1,7.4
29091,Howell County,Missouri,30.1,4.8
29161,Phelps County,Missouri,30.1,5.2
33019,Sullivan County,New Hampshire,30.1,6.6
36051,Livingston County,New York,30.1,6.5
36063,Niagara County,New York,30.1,3.1
37027,Caldwell County,North Carolina,30.1,6.2
40097,Mayes County,Oklahoma,30.1,8.8
45081,Saluda County,South Carolina,30.1,14.7
51037,Charlotte County,Virginia,30.1,14.2
53005,Benton County,Washington,30.1,5.4
54013,Calhoun County,West Virginia,30.1,18.7
55109,St. Croix County,Wisconsin,30.1,7.2
01061,Geneva County,Alabama,30.2,9.1
01089,Madison County,Alabama,30.2,2.3
05143,Washington County,Arkansas,30.2,2.7
12077,Liberty County,Florida,30.2,14.8
18131,Pulaski County,Indiana,30.2,8.4
19095,Iowa County,Iowa,30.2,6
22007,Assumption Parish,Louisiana,30.2,13.4
24003,Anne Arundel County,Maryland,30.2,12.6
26017,Bay County,Michigan,30.2,4.9
28057,Itawamba County,Mississippi,30.2,3.7
30053,Lincoln County,Montana,30.2,6.9
31143,Polk County,Nebraska,30.2,4.7
36055,Monroe County,New York,30.2,2.9
39037,Darke County,Ohio,30.2,5.6
40019,Carter County,Oklahoma,30.2,5
42119,Union County,Pennsylvania,30.2,3.9
46071,Jackson County,South Dakota,30.2,3.1
51051,Dickenson County,Virginia,30.2,9.6
53061,Snohomish County,Washington,30.2,14.8
53065,Stevens County,Washington,30.2,11.6
56025,Natrona County,Wyoming,30.2,3.9
13255,Spalding County,Georgia,30.3,11
19017,Bremer County,Iowa,30.3,3.1
19061,Dubuque County,Iowa,30.3,3.3
21027,Breckinridge County,Kentucky,30.3,21.3
21147,Mccreary County,Kentucky,30.3,10.4
26021,Berrien County,Michigan,30.3,4.7
29061,Daviess County,Missouri,30.3,15.2
29133,Mississippi County,Missouri,30.3,3.8
29147,Nodaway County,Missouri,30.3,3.1
29157,Perry County,Missouri,30.3,6.3
30013,Cascade County,Montana,30.3,3.4
39077,Huron County,Ohio,30.3,6.1
42017,Bucks County,Pennsylvania,30.3,12.8
48141,El Paso County,Texas,30.3,4.2
51099,King George County,Virginia,30.3,19
55121,Trempealeau County,Wisconsin,30.3,4.5
55139,Winnebago County,Wisconsin,30.3,3.1
02185,North Slope Borough,Alaska,30.4,0
05115,Pope County,Arkansas,30.4,5.3
12069,Lake County,Florida,30.4,10.5
17037,Dekalb County,Illinois,30.4,11
18065,Henry County,Indiana,30.4,10.7
18103,Miami County,Indiana,30.4,8.2
19051,Davis County,Iowa,30.4,6.4
20145,Pawnee County,Kansas,30.4,3.4
21143,Lyon County,Kentucky,30.4,4.7
21217,Taylor County,Kentucky,30.4,6.3
27039,Dodge County,Minnesota,30.4,5.1
27047,Freeborn County,Minnesota,30.4,5.3
30047,Lake County,Montana,30.4,6.4
36025,Delaware County,New York,30.4,8.7
39089,Licking County,Ohio,30.4,6.4
40153,Woodward County,Oklahoma,30.4,7.1
47003,Bedford County,Tennessee,30.4,9.4
55069,Lincoln County,Wisconsin,30.4,5.7
08101,Pueblo County,Colorado,30.5,6.1
13139,Hall County,Georgia,30.5,11.1
18041,Fayette County,Indiana,30.5,9.3
25005,Bristol County,Massachusetts,30.5,12.2
26111,Midland County,Michigan,30.5,5.9
27151,Swift County,Minnesota,30.5,5.1
28015,Carroll County,Mississippi,30.5,8
31093,Howard County,Nebraska,30.5,5.8
40007,Beaver County,Oklahoma,30.5,4.2
40013,Bryan County,Oklahoma,30.5,4.9
40017,Canadian County,Oklahoma,30.5,4.2
40023,Choctaw County,Oklahoma,30.5,7.9
45071,Newberry County,South Carolina,30.5,7.2
45079,Richland County,South Carolina,30.5,4.9
46135,Yankton County,South Dakota,30.5,2.9
47183,Weakley County,Tennessee,30.5,6.4
48491,Williamson County,Texas,30.5,8.2
51183,Sussex County,Virginia,30.5,13.6
53043,Lincoln County,Washington,30.5,10.6
55021,Columbia County,Wisconsin,30.5,6.3
01065,Hale County,Alabama,30.6,18.9
05059,Hot Spring County,Arkansas,30.6,10.8
12043,Glades County,Florida,30.6,24.4
12113,Santa Rosa County,Florida,30.6,9
16019,Bonneville County,Idaho,30.6,7.3
17097,Lake County,Illinois,30.6,11.5
18173,Warrick County,Indiana,30.6,5.6
20053,Ellsworth County,Kansas,30.6,4.2
21119,Knott County,Kentucky,30.6,8.3
21125,Laurel County,Kentucky,30.6,4.6
21155,Marion County,Kentucky,30.6,6
29103,Knox County,Missouri,30.6,4.2
29215,Texas County,Missouri,30.6,8.8
31069,Garden County,Nebraska,30.6,4.1
36027,Dutchess County,New York,30.6,16.2
36091,Saratoga County,New York,30.6,4.8
38037,Grant County,North Dakota,30.6,11.6
38057,Mercer County,North Dakota,30.6,5.7
39019,Carroll County,Ohio,30.6,12.5
40089,Mccurtain County,Oklahoma,30.6,7.5
42047,Elk County,Pennsylvania,30.6,2.9
45055,Kershaw County,South Carolina,30.6,6.7
46047,Fall River County,South Dakota,30.6,12.3
47021,Cheatham County,Tennessee,30.6,11.1
48199,Hardin County,Texas,30.6,7.5
51005,Alleghany County,Virginia,30.6,9
51680,Lynchburg City,Virginia,30.6,4.6
05021,Clay County,Arkansas,30.7,7.8
19075,Grundy County,Iowa,30.7,3.8
19079,Hamilton County,Iowa,30.7,5.7
19171,Tama County,Iowa,30.7,7.3
20029,Cloud County,Kansas,30.7,3.8
21061,Edmonson County,Kentucky,30.7,12
22061,Lincoln Parish,Louisiana,30.7,4.2
26005,Allegan County,Michigan,30.7,4.2
29211,Sullivan County,Missouri,30.7,3.6
36015,Chemung County,New York,30.7,4.1
36029,Erie County,New York,30.7,3.2
36069,Ontario County,New York,30.7,4.5
37157,Rockingham County,North Carolina,30.7,6.4
38045,Lamoure County,North Dakota,30.7,5.1
39107,Mercer County,Ohio,30.7,4
40111,Okmulgee County,Oklahoma,30.7,10.7
47179,Washington County,Tennessee,30.7,3.7
51019,Bedford County,Virginia,30.7,5.4
53001,Adams County,Washington,30.7,8.7
54069,Ohio County,West Virginia,30.7,5.7
56007,Carbon County,Wyoming,30.7,5.7
09011,New London County,Connecticut,30.8,6.4
13025,Brantley County,Georgia,30.8,10.1
16029,Caribou County,Idaho,30.8,8.5
21235,Whitley County,Kentucky,30.8,6.2
22099,St. Martin Parish,Louisiana,30.8,9.2
23031,York County,Maine,30.8,7.6
29001,Adair County,Missouri,30.8,4.5
31011,Boone County,Nebraska,30.8,4.2
36035,Fulton County,New York,30.8,9.2
37069,Franklin County,North Carolina,30.8,13.1
41033,Josephine County,Oregon,30.8,4.1
41065,Wasco County,Oregon,30.8,3.4
46057,Hamlin County,South Dakota,30.8,4.2
48027,Bell County,Texas,30.8,7.1
51171,Shenandoah County,Virginia,30.8,11.8
51590,Danville City,Virginia,30.8,5.6
54017,Doddridge County,West Virginia,30.8,11
55005,Barron County,Wisconsin,30.8,7
01001,Autauga County,Alabama,30.9,6.8
02130,Ketchikan Gateway Borough,Alaska,30.9,1.7
05123,St. Francis County,Arkansas,30.9,3.8
08001,Adams County,Colorado,30.9,9.8
09009,New Haven County,Connecticut,30.9,7.6
19143,Osceola County,Iowa,30.9,6.3
19163,Scott County,Iowa,30.9,3.1
20159,Rice County,Kansas,30.9,2.9
21179,Nelson County,Kentucky,30.9,8.9
23009,Hancock County,Maine,30.9,7.1
27099,Mower County,Minnesota,30.9,4.7
33005,Cheshire County,New Hampshire,30.9,7.6
36037,Genesee County,New York,30.9,5.5
37097,Iredell County,North Carolina,30.9,8.4
39015,Brown County,Ohio,30.9,19.6
40151,Woods County,Oklahoma,30.9,3.5
47039,Decatur County,Tennessee,30.9,5.9
48201,Harris County,Texas,30.9,9.4
48471,Walker County,Texas,30.9,6.1
49013,Duchesne County,Utah,30.9,5.8
51800,Suffolk City,Virginia,30.9,8.5
53053,Pierce County,Washington,30.9,15.3
54023,Grant County,West Virginia,30.9,5.7
55057,Juneau County,Wisconsin,30.9,7.3
05125,Saline County,Arkansas,31,3.8
19011,Benton County,Iowa,31,4.3
20009,Barton County,Kansas,31,3.6
22051,Jefferson Parish,Louisiana,31,5.9
25027,Worcester County,Massachusetts,31,12.6
28023,Clarke County,Mississippi,31,10.6
29119,Mcdonald County,Missouri,31,5.1
31129,Nuckolls County,Nebraska,31,4.2
38059,Morton County,North Dakota,31,4.3
40011,Blaine County,Oklahoma,31,11.7
40015,Caddo County,Oklahoma,31,8.5
40123,Pontotoc County,Oklahoma,31,5
41071,Yamhill County,Oregon,31,9.5
42101,Philadelphia County,Pennsylvania,31,13.5
53035,Kitsap County,Washington,31,12.9
05091,Miller County,Arkansas,31.1,4.9
06095,Solano County,California,31.1,18.9
12003,Baker County,Florida,31.1,11.3
12005,Bay County,Florida,31.1,5.9
13153,Houston County,Georgia,31.1,4.4
13299,Ware County,Georgia,31.1,4.8
18081,Johnson County,Indiana,31.1,5.8
19107,Keokuk County,Iowa,31.1,6.9
19109,Kossuth County,Iowa,31.1,2.3
20087,Jefferson County,Kansas,31.1,7.6
21111,Jefferson County,Kentucky,31.1,3.2
21149,Mclean County,Kentucky,31.1,10.1
22069,Natchitoches Parish,Louisiana,31.1,6.6
23007,Franklin County,Maine,31.1,9.5
28101,Newton County,Mississippi,31.1,9
29051,Cole County,Missouri,31.1,2.2
30111,Yellowstone County,Montana,31.1,3.1
31123,Morrill County,Nebraska,31.1,4.5
31155,Saunders County,Nebraska,31.1,3.6
40043,Dewey County,Oklahoma,31.1,7.7
42089,Monroe County,Pennsylvania,31.1,23.2
47045,Dyer County,Tennessee,31.1,5.8
51740,Portsmouth City,Virginia,31.1,3.6
53021,Franklin County,Washington,31.1,5
01039,Covington County,Alabama,31.2,7.6
01103,Morgan County,Alabama,31.2,3.9
02150,Kodiak Island Borough,Alaska,31.2,1.1
10003,New Castle County,Delaware,31.2,7.3
12019,Clay County,Florida,31.2,12.2
13229,Pierce County,Georgia,31.2,6.8
16083,Twin Falls County,Idaho,31.2,4.2
18085,Kosciusko County,Indiana,31.2,3.9
21011,Bath County,Kentucky,31.2,10.8
21047,Christian County,Kentucky,31.2,4.9
21135,Lewis County,Kentucky,31.2,28.1
28103,Noxubee County,Mississippi,31.2,7.7
33001,Belknap County,New Hampshire,31.2,9.3
39091,Logan County,Ohio,31.2,5.9
40113,Osage County,Oklahoma,31.2,6.2
42043,Dauphin County,Pennsylvania,31.2,4.1
45051,Horry County,South Carolina,31.2,4.2
45065,Mccormick County,South Carolina,31.2,11
47025,Claiborne County,Tennessee,31.2,11.6
54007,Braxton County,West Virginia,31.2,13.6
54019,Fayette County,West Virginia,31.2,12.8
55039,Fond Du Lac County,Wisconsin,31.2,4.7
18051,Gibson County,Indiana,31.3,2.9
19007,Appanoose County,Iowa,31.3,9.8
19097,Jackson County,Iowa,31.3,6.7
20051,Ellis County,Kansas,31.3,3
20061,Geary County,Kansas,31.3,2.4
20181,Sherman County,Kansas,31.3,1.5
27169,Winona County,Minnesota,31.3,4.3
29207,Stoddard County,Missouri,31.3,6
32013,Humboldt County,Nevada,31.3,14.9
36065,Oneida County,New York,31.3,4.3
38035,Grand Forks County,North Dakota,31.3,2.8
39051,Fulton County,Ohio,31.3,4.5
39167,Washington County,Ohio,31.3,5.8
44007,Providence County,Rhode Island,31.3,7.7
49041,Sevier County,Utah,31.3,5.3
51015,Augusta County,Virginia,31.3,4.4
55115,Shawano County,Wisconsin,31.3,6.1
02170,Matanuska-Susitna Borough,Alaska,31.4,20.7
13057,Cherokee County,Georgia,31.4,15.8
19147,Palo Alto County,Iowa,31.4,4.3
20095,Kingman County,Kansas,31.4,4.7
20107,Linn County,Kansas,31.4,19.1
20157,Republic County,Kansas,31.4,6.9
21123,Larue County,Kentucky,31.4,6.6
24047,Worcester County,Maryland,31.4,6.2
27083,Lyon County,Minnesota,31.4,3.8
27093,Meeker County,Minnesota,31.4,9.9
27101,Murray County,Minnesota,31.4,4.2
27121,Pope County,Minnesota,31.4,5.4
28071,Lafayette County,Mississippi,31.4,10
31175,Valley County,Nebraska,31.4,6.4
38039,Griggs County,North Dakota,31.4,3.3
39027,Clinton County,Ohio,31.4,9.4
42131,Wyoming County,Pennsylvania,31.4,5.9
45045,Greenville County,South Carolina,31.4,4
51111,Lunenburg County,Virginia,31.4,13.6
55065,Lafayette County,Wisconsin,31.4,8
55085,Oneida County,Wisconsin,31.4,6.1
56005,Campbell County,Wyoming,31.4,8.2
04011,Greenlee County,Arizona,31.5,2.1
12047,Hamilton County,Florida,31.5,6.5
12067,Lafayette County,Florida,31.5,7.3
12093,Okeechobee County,Florida,31.5,13.6
13223,Paulding County,Georgia,31.5,21.3
20175,Seward County,Kansas,31.5,4.3
22085,Sabine Parish,Louisiana,31.5,17.1
27059,Isanti County,Minnesota,31.5,19.1
27137,St. Louis County,Minnesota,31.5,4.5
28121,Rankin County,Mississippi,31.5,4.7
29187,St. Francois County,Missouri,31.5,13.1
31033,Cheyenne County,Nebraska,31.5,3.8
35013,Doña Ana County,New Mexico,31.5,6.5
36067,Onondaga County,New York,31.5,3.3
37051,Cumberland County,North Carolina,31.5,4.5
38013,Burke County,North Dakota,31.5,9.7
39135,Preble County,Ohio,31.5,7.2
47031,Coffee County,Tennessee,31.5,7.8
55125,Vilas County,Wisconsin,31.5,3.7
05051,Garland County,Arkansas,31.6,7.4
05083,Logan County,Arkansas,31.6,10.2
06053,Monterey County,California,31.6,6.7
06071,San Bernardino County,California,31.6,16.7
13023,Bleckley County,Georgia,31.6,4.2
18119,Owen County,Indiana,31.6,15.3
21029,Bullitt County,Kentucky,31.6,3.6
21069,Fleming County,Kentucky,31.6,16.5
21121,Knox County,Kentucky,31.6,8.9
22047,Iberville Parish,Louisiana,31.6,8.2
23001,Androscoggin County,Maine,31.6,4.8
26115,Monroe County,Michigan,31.6,6.5
27013,Blue Earth County,Minnesota,31.6,3.7
27073,Lac Qui Parle County,Minnesota,31.6,5.4
28091,Marion County,Mississippi,31.6,17.8
29013,Bates County,Missouri,31.6,24.3
30077,Powell County,Montana,31.6,5.8
31181,Webster County,Nebraska,31.6,4.3
38093,Stutsman County,North Dakota,31.6,3.5
39017,Butler County,Ohio,31.6,4.9
40049,Garvin County,Oklahoma,31.6,11.1
42005,Armstrong County,Pennsylvania,31.6,12.8
45025,Chesterfield County,South Carolina,31.6,7
47093,Knox County,Tennessee,31.6,3
51061,Fauquier County,Virginia,31.6,26.5
54085,Ritchie County,West Virginia,31.6,12.6
01055,Etowah County,Alabama,31.7,7.2
01133,Winston County,Alabama,31.7,15.8
12035,Flagler County,Florida,31.7,8.7
12041,Gilchrist County,Florida,31.7,10.9
12095,Orange County,Florida,31.7,6.8
12131,Walton County,Florida,31.7,12.1
18031,Decatur County,Indiana,31.7,8.7
20021,Cherokee County,Kansas,31.7,1.9
20197,Wabaunsee County,Kansas,31.7,3.7
22011,Beauregard Parish,Louisiana,31.7,14.4
22087,St. Bernard Parish,Louisiana,31.7,9.3
26015,Barry County,Michigan,31.7,7.4
29071,Franklin County,Missouri,31.7,12.9
29143,New Madrid County,Missouri,31.7,6.3
29225,Webster County,Missouri,31.7,4.6
31055,Douglas County,Nebraska,31.7,2.7
31063,Frontier County,Nebraska,31.7,3.9
36009,Cattaraugus County,New York,31.7,7.9
36095,Schoharie County,New York,31.7,15.9
39059,Guernsey County,Ohio,31.7,6.3
40095,Marshall County,Oklahoma,31.7,5.5
41059,Umatilla County,Oregon,31.7,3.1
42049,Erie County,Pennsylvania,31.7,3.3
55009,Brown County,Wisconsin,31.7,2.7
04009,Graham County,Arizona,31.8,12.2
04015,Mohave County,Arizona,31.8,8
20101,Lane County,Kansas,31.8,4.8
21009,Barren County,Kentucky,31.8,4.9
23025,Somerset County,Maine,31.8,10.8
27045,Fillmore County,Minnesota,31.8,8.2
27113,Pennington County,Minnesota,31.8,2.6
33011,Hillsborough County,New Hampshire,31.8,10.1
39133,Portage County,Ohio,31.8,4.5
40087,Mcclain County,Oklahoma,31.8,7.7
45001,Abbeville County,South Carolina,31.8,8.5
51131,Northampton County,Virginia,31.8,7.5
51175,Southampton County,Virginia,31.8,15.6
54087,Roane County,West Virginia,31.8,18.4
55087,Outagamie County,Wisconsin,31.8,3
05149,Yell County,Arkansas,31.9,4.7
12053,Hernando County,Florida,31.9,13.9
13247,Rockdale County,Georgia,31.9,18.1
18039,Elkhart County,Indiana,31.9,2.2
18079,Jennings County,Indiana,31.9,7.3
21233,Webster County,Kentucky,31.9,10.3
27027,Clay County,Minnesota,31.9,3.8
27091,Martin County,Minnesota,31.9,4.7
27145,Stearns County,Minnesota,31.9,6.1
27153,Todd County,Minnesota,31.9,8.8
29025,Caldwell County,Missouri,31.9,17.2
29159,Pettis County,Missouri,31.9,5.2
31019,Buffalo County,Nebraska,31.9,3.7
31159,Seward County,Nebraska,31.9,2.6
36121,Wyoming County,New York,31.9,9
42065,Jefferson County,Pennsylvania,31.9,7.8
46045,Edmunds County,South Dakota,31.9,3.2
47063,Hamblen County,Tennessee,31.9,6.8
47105,Loudon County,Tennessee,31.9,2.8
51169,Scott County,Virginia,31.9,7.9
51179,Stafford County,Virginia,31.9,26.7
01127,Walker County,Alabama,32,14
01129,Washington County,Alabama,32,14.5
12031,Duval County,Florida,32,4.2
12125,Union County,Florida,32,14.7
13055,Chattooga County,Georgia,32,6.1
18097,Marion County,Indiana,32,4.2
24029,Kent County,Maryland,32,17.5
26081,Kent County,Michigan,32,3.7
28061,Jasper County,Mississippi,32,11.4
28131,Stone County,Mississippi,32,17.8
30105,Valley County,Montana,32,3.9
37063,Durham County,North Carolina,32,4.2
38003,Barnes County,North Dakota,32,5.2
40091,Mcintosh County,Oklahoma,32,12.4
42133,York County,Pennsylvania,32,9.3
48457,Tyler County,Texas,32,20.6
05017,Chicot County,Arkansas,32.1,4.6
16059,Lemhi County,Idaho,32.1,5
17167,Sangamon County,Illinois,32.1,3.8
18069,Huntington County,Indiana,32.1,4.5
18071,Jackson County,Indiana,32.1,6.9
18083,Knox County,Indiana,32.1,5.7
19029,Cass County,Iowa,32.1,6.4
20003,Anderson County,Kansas,32.1,13.7
21165,Menifee County,Kentucky,32.1,20.5
24025,Harford County,Maryland,32.1,13.4
27097,Morrison County,Minnesota,32.1,9.2
29047,Clay County,Missouri,32.1,3
36093,Schenectady County,New York,32.1,2.9
39171,Williams County,Ohio,32.1,4
41041,Lincoln County,Oregon,32.1,5.3
45067,Marion County,South Carolina,32.1,13
54027,Hampshire County,West Virginia,32.1,19.5
04003,Cochise County,Arizona,32.2,7.5
18163,Vanderburgh County,Indiana,32.2,3.5
19033,Cerro Gordo County,Iowa,32.2,2.9
19191,Winneshiek County,Iowa,32.2,4.9
20169,Saline County,Kansas,32.2,2.3
27057,Hubbard County,Minnesota,32.2,7.6
27135,Roseau County,Minnesota,32.2,3.5
28123,Scott County,Mississippi,32.2,7.1
29037,Cass County,Missouri,32.2,7.1
30041,Hill County,Montana,32.2,1.6
31177,Washington County,Nebraska,32.2,2.6
39153,Summit County,Ohio,32.2,4.4
42001,Adams County,Pennsylvania,32.2,11.3
42033,Clearfield County,Pennsylvania,32.2,8.7
45031,Darlington County,South Carolina,32.2,5.4
48167,Galveston County,Texas,32.2,10
49011,Davis County,Utah,32.2,4.4
55105,Rock County,Wisconsin,32.2,5.2
17019,Champaign County,Illinois,32.3,2.4
19067,Floyd County,Iowa,32.3,3.5
20001,Allen County,Kansas,32.3,5.9
20117,Marshall County,Kansas,32.3,3.4
21013,Bell County,Kentucky,32.3,6.4
21085,Grayson County,Kentucky,32.3,12.1
22015,Bossier Parish,Louisiana,32.3,4.1
22073,Ouachita Parish,Louisiana,32.3,4.8
22117,Washington Parish,Louisiana,32.3,17.3
30087,Rosebud County,Montana,32.3,5.7
35061,Valencia County,New Mexico,32.3,7.4
38017,Cass County,North Dakota,32.3,3.2
39137,Putnam County,Ohio,32.3,3.8
40109,Oklahoma County,Oklahoma,32.3,2.9
47141,Putnam County,Tennessee,32.3,7.1
01123,Tallapoosa County,Alabama,32.4,10.9
05023,Cleburne County,Arkansas,32.4,10.9
19001,Adair County,Iowa,32.4,9.8
19043,Clayton County,Iowa,32.4,9.5
21117,Kenton County,Kentucky,32.4,4.3
21153,Magoffin County,Kentucky,32.4,15.4
21221,Trigg County,Kentucky,32.4,4.7
22115,Vernon Parish,Louisiana,32.4,6.5
28003,Alcorn County,Mississippi,32.4,6.9
28063,Jefferson County,Mississippi,32.4,10.8
28077,Lawrence County,Mississippi,32.4,20.1
33017,Strafford County,New Hampshire,32.4,8.1
37045,Cleveland County,North Carolina,32.4,7
38025,Dunn County,North Dakota,32.4,7.6
41011,Coos County,Oregon,32.4,5.3
51710,Norfolk City,Virginia,32.4,4.2
54071,Pendleton County,West Virginia,32.4,16.4
06007,Butte County,California,32.5,6.1
18087,Lagrange County,Indiana,32.5,6.7
19187,Webster County,Iowa,32.5,5.2
19189,Winnebago County,Iowa,32.5,3.5
24023,Garrett County,Maryland,32.5,7.2
30021,Dawson County,Montana,32.5,7
36013,Chautauqua County,New York,32.5,3.9
37025,Cabarrus County,North Carolina,32.5,7.1
39073,Hocking County,Ohio,32.5,17.1
39159,Union County,Ohio,32.5,5.2
42087,Mifflin County,Pennsylvania,32.5,7.8
47089,Jefferson County,Tennessee,32.5,6.8
47109,Mcnairy County,Tennessee,32.5,7.4
48029,Bexar County,Texas,32.5,5.7
51770,Roanoke City,Virginia,32.5,3.5
54067,Nicholas County,West Virginia,32.5,18.1
55111,Sauk County,Wisconsin,32.5,6.4
01053,Escambia County,Alabama,32.6,7
16047,Gooding County,Idaho,32.6,4.3
16065,Madison County,Idaho,32.6,3.2
21145,Mccracken County,Kentucky,32.6,2.9
24005,Baltimore County,Maryland,32.6,9.2
27157,Wabasha County,Minnesota,32.6,6.8
37023,Burke County,North Carolina,32.6,4.8
37195,Wilson County,North Carolina,32.6,7.2
39105,Meigs County,Ohio,32.6,13.7
45041,Florence County,South Carolina,32.6,6.2
45057,Lancaster County,South Carolina,32.6,12.2
46029,Codington County,South Dakota,32.6,2.3
48485,Wichita County,Texas,32.6,2.8
51031,Campbell County,Virginia,32.6,4.2
51191,Washington County,Virginia,32.6,7.3
01067,Henry County,Alabama,32.7,4.9
05121,Randolph County,Arkansas,32.7,7.2
18091,Laporte County,Indiana,32.7,7.3
19039,Clarke County,Iowa,32.7,14.5
21035,Calloway County,Kentucky,32.7,3.3
21107,Hopkins County,Kentucky,32.7,6.6
21203,Rockcastle County,Kentucky,32.7,8.1
27049,Goodhue County,Minnesota,32.7,7
38043,Kidder County,North Dakota,32.7,6.5
39013,Belmont County,Ohio,32.7,7.1
40073,Kingfisher County,Oklahoma,32.7,6.2
40137,Stephens County,Oklahoma,32.7,7.9
47055,Giles County,Tennessee,32.7,16.3
47167,Tipton County,Tennessee,32.7,14.7
50017,Orange County,Vermont,32.7,6.6
51165,Rockingham County,Virginia,32.7,4.3
54095,Tyler County,West Virginia,32.7,11.2
05025,Cleveland County,Arkansas,32.8,12.3
05037,Cross County,Arkansas,32.8,13.5
05139,Union County,Arkansas,32.8,3.2
06103,Tehama County,California,32.8,6.5
16011,Bingham County,Idaho,32.8,4.6
18053,Grant County,Indiana,32.8,6.6
18061,Harrison County,Indiana,32.8,9.6
20031,Coffey County,Kansas,32.8,7.6
20203,Wichita County,Kansas,32.8,1.9
21049,Clark County,Kentucky,32.8,5.3
21205,Rowan County,Kentucky,32.8,10.2
26035,Clare County,Michigan,32.8,10.7
29023,Butler County,Missouri,32.8,5
29043,Christian County,Missouri,32.8,3.4
29175,Randolph County,Missouri,32.8,5.2
30093,Silver Bow County,Montana,32.8,2.4
31029,Chase County,Nebraska,32.8,3.9
31109,Lancaster County,Nebraska,32.8,3.5
36011,Cayuga County,New York,32.8,4.6
40021,Cherokee County,Oklahoma,32.8,10
47065,Hamilton County,Tennessee,32.8,2.8
54033,Harrison County,West Virginia,32.8,5.9
54057,Mineral County,West Virginia,32.8,8.1
05035,Crittenden County,Arkansas,32.9,4.3
18027,Daviess County,Indiana,32.9,9.2
18033,Dekalb County,Indiana,32.9,4.7
18099,Marshall County,Indiana,32.9,6.2
19027,Carroll County,Iowa,32.9,3.2
19045,Clinton County,Iowa,32.9,4.2
19145,Page County,Iowa,32.9,6.8
26063,Huron County,Michigan,32.9,5.5
28059,Jackson County,Mississippi,32.9,6.3
29027,Callaway County,Missouri,32.9,5.1
31041,Custer County,Nebraska,32.9,3.6
32007,Elko County,Nevada,32.9,21.3
37133,Onslow County,North Carolina,32.9,4.6
39065,Hardin County,Ohio,32.9,5.2
42013,Blair County,Pennsylvania,32.9,4.8
47107,Mcminn County,Tennessee,32.9,6.3
47185,White County,Tennessee,32.9,8.6
49023,Juab County,Utah,32.9,9.3
54093,Tucker County,West Virginia,32.9,12
01099,Monroe County,Alabama,33,9.1
05085,Lonoke County,Arkansas,33,6.5
06065,Riverside County,California,33,18.8
13185,Lowndes County,Georgia,33,3.7
18067,Howard County,Indiana,33,6.4
19125,Marion County,Iowa,33,6.2
21037,Campbell County,Kentucky,33,4.2
26077,Kalamazoo County,Michigan,33,3.9
28145,Union County,Mississippi,33,4.9
29127,Marion County,Missouri,33,3.7
